rep,ID,uid,TIME,y1,IFN_dose,ARMTYPE,IFN
388,6,6_rep388,24,85.5794,3000,ifn alpha,.
388,6,6_rep388,0,.,3000,ifn alpha,3000
388,6,6_rep388,24,.,3000,ifn alpha,3000
389,6,6_rep389,0,100.055,3000,ifn alpha,.
389,6,6_rep389,24,87.9807,3000,ifn alpha,.
389,6,6_rep389,0,.,3000,ifn alpha,3000
389,6,6_rep389,24,.,3000,ifn alpha,3000
390,6,6_rep390,0,100.076,3000,ifn alpha,.
390,6,6_rep390,24,86.9801,3000,ifn alpha,.
390,6,6_rep390,0,.,3000,ifn alpha,3000
390,6,6_rep390,24,.,3000,ifn alpha,3000
391,6,6_rep391,0,99.8435,3000,ifn alpha,.
391,6,6_rep391,24,85.6274,3000,ifn alpha,.
391,6,6_rep391,0,.,3000,ifn alpha,3000
391,6,6_rep391,24,.,3000,ifn alpha,3000
392,6,6_rep392,0,100.048,3000,ifn alpha,.
392,6,6_rep392,24,84.7756,3000,ifn alpha,.
392,6,6_rep392,0,.,3000,ifn alpha,3000
392,6,6_rep392,24,.,3000,ifn alpha,3000
393,6,6_rep393,0,99.5709,3000,ifn alpha,.
393,6,6_rep393,24,84.4425,3000,ifn alpha,.
393,6,6_rep393,0,.,3000,ifn alpha,3000
393,6,6_rep393,24,.,3000,ifn alpha,3000
394,6,6_rep394,0,99.7802,3000,ifn alpha,.
394,6,6_rep394,24,88.6484,3000,ifn alpha,.
394,6,6_rep394,0,.,3000,ifn alpha,3000
394,6,6_rep394,24,.,3000,ifn alpha,3000
395,6,6_rep395,0,99.9077,3000,ifn alpha,.
395,6,6_rep395,24,90.3793,3000,ifn alpha,.
395,6,6_rep395,0,.,3000,ifn alpha,3000
395,6,6_rep395,24,.,3000,ifn alpha,3000
396,6,6_rep396,0,100.025,3000,ifn alpha,.
396,6,6_rep396,24,91.0597,3000,ifn alpha,.
396,6,6_rep396,0,.,3000,ifn alpha,3000
396,6,6_rep396,24,.,3000,ifn alpha,3000
397,6,6_rep397,0,100.191,3000,ifn alpha,.
397,6,6_rep397,24,91.5608,3000,ifn alpha,.
397,6,6_rep397,0,.,3000,ifn alpha,3000
397,6,6_rep397,24,.,3000,ifn alpha,3000
398,6,6_rep398,0,99.7369,3000,ifn alpha,.
398,6,6_rep398,24,83.3127,3000,ifn alpha,.
398,6,6_rep398,0,.,3000,ifn alpha,3000
398,6,6_rep398,24,.,3000,ifn alpha,3000
399,6,6_rep399,0,99.8948,3000,ifn alpha,.
399,6,6_rep399,24,94.4861,3000,ifn alpha,.
399,6,6_rep399,0,.,3000,ifn alpha,3000
399,6,6_rep399,24,.,3000,ifn alpha,3000
400,6,6_rep400,0,99.7403,3000,ifn alpha,.
400,6,6_rep400,24,89.7802,3000,ifn alpha,.
400,6,6_rep400,0,.,3000,ifn alpha,3000
400,6,6_rep400,24,.,3000,ifn alpha,3000
401,6,6_rep401,0,99.5916,3000,ifn alpha,.
401,6,6_rep401,24,92.0769,3000,ifn alpha,.
401,6,6_rep401,0,.,3000,ifn alpha,3000
401,6,6_rep401,24,.,3000,ifn alpha,3000
402,6,6_rep402,0,99.6478,3000,ifn alpha,.
402,6,6_rep402,24,89.3625,3000,ifn alpha,.
402,6,6_rep402,0,.,3000,ifn alpha,3000
402,6,6_rep402,24,.,3000,ifn alpha,3000
403,6,6_rep403,0,100.121,3000,ifn alpha,.
403,6,6_rep403,24,91.0907,3000,ifn alpha,.
403,6,6_rep403,0,.,3000,ifn alpha,3000
403,6,6_rep403,24,.,3000,ifn alpha,3000
404,6,6_rep404,0,99.8586,3000,ifn alpha,.
404,6,6_rep404,24,91.9994,3000,ifn alpha,.
404,6,6_rep404,0,.,3000,ifn alpha,3000
404,6,6_rep404,24,.,3000,ifn alpha,3000
405,6,6_rep405,0,99.8259,3000,ifn alpha,.
405,6,6_rep405,24,89.1262,3000,ifn alpha,.
405,6,6_rep405,0,.,3000,ifn alpha,3000
405,6,6_rep405,24,.,3000,ifn alpha,3000
406,6,6_rep406,0,100.298,3000,ifn alpha,.
406,6,6_rep406,24,86.715,3000,ifn alpha,.
406,6,6_rep406,0,.,3000,ifn alpha,3000
406,6,6_rep406,24,.,3000,ifn alpha,3000
407,6,6_rep407,0,100.086,3000,ifn alpha,.
407,6,6_rep407,24,86.611,3000,ifn alpha,.
407,6,6_rep407,0,.,3000,ifn alpha,3000
407,6,6_rep407,24,.,3000,ifn alpha,3000
408,6,6_rep408,0,100.194,3000,ifn alpha,.
408,6,6_rep408,24,89.8786,3000,ifn alpha,.
408,6,6_rep408,0,.,3000,ifn alpha,3000
408,6,6_rep408,24,.,3000,ifn alpha,3000
409,6,6_rep409,0,99.7248,3000,ifn alpha,.
409,6,6_rep409,24,88.2544,3000,ifn alpha,.
409,6,6_rep409,0,.,3000,ifn alpha,3000
409,6,6_rep409,24,.,3000,ifn alpha,3000
410,6,6_rep410,0,99.0228,3000,ifn alpha,.
410,6,6_rep410,24,86.7411,3000,ifn alpha,.
410,6,6_rep410,0,.,3000,ifn alpha,3000
410,6,6_rep410,24,.,3000,ifn alpha,3000
411,6,6_rep411,0,100.148,3000,ifn alpha,.
411,6,6_rep411,24,84.2978,3000,ifn alpha,.
411,6,6_rep411,0,.,3000,ifn alpha,3000
411,6,6_rep411,24,.,3000,ifn alpha,3000
412,6,6_rep412,0,99.9855,3000,ifn alpha,.
412,6,6_rep412,24,88.0512,3000,ifn alpha,.
412,6,6_rep412,0,.,3000,ifn alpha,3000
412,6,6_rep412,24,.,3000,ifn alpha,3000
413,6,6_rep413,0,99.8297,3000,ifn alpha,.
413,6,6_rep413,24,88.1729,3000,ifn alpha,.
413,6,6_rep413,0,.,3000,ifn alpha,3000
413,6,6_rep413,24,.,3000,ifn alpha,3000
414,6,6_rep414,0,100.078,3000,ifn alpha,.
414,6,6_rep414,24,85.4418,3000,ifn alpha,.
414,6,6_rep414,0,.,3000,ifn alpha,3000
414,6,6_rep414,24,.,3000,ifn alpha,3000
415,6,6_rep415,0,99.8516,3000,ifn alpha,.
415,6,6_rep415,24,86.4474,3000,ifn alpha,.
415,6,6_rep415,0,.,3000,ifn alpha,3000
415,6,6_rep415,24,.,3000,ifn alpha,3000
416,6,6_rep416,0,99.7559,3000,ifn alpha,.
416,6,6_rep416,24,90.0326,3000,ifn alpha,.
416,6,6_rep416,0,.,3000,ifn alpha,3000
416,6,6_rep416,24,.,3000,ifn alpha,3000
417,6,6_rep417,0,99.5926,3000,ifn alpha,.
417,6,6_rep417,24,77.4495,3000,ifn alpha,.
417,6,6_rep417,0,.,3000,ifn alpha,3000
417,6,6_rep417,24,.,3000,ifn alpha,3000
418,6,6_rep418,0,99.4975,3000,ifn alpha,.
418,6,6_rep418,24,88.5234,3000,ifn alpha,.
418,6,6_rep418,0,.,3000,ifn alpha,3000
418,6,6_rep418,24,.,3000,ifn alpha,3000
419,6,6_rep419,0,99.9586,3000,ifn alpha,.
419,6,6_rep419,24,82.1972,3000,ifn alpha,.
419,6,6_rep419,0,.,3000,ifn alpha,3000
419,6,6_rep419,24,.,3000,ifn alpha,3000
420,6,6_rep420,0,99.966,3000,ifn alpha,.
420,6,6_rep420,24,89.1738,3000,ifn alpha,.
420,6,6_rep420,0,.,3000,ifn alpha,3000
420,6,6_rep420,24,.,3000,ifn alpha,3000
421,6,6_rep421,0,100.161,3000,ifn alpha,.
421,6,6_rep421,24,90.3292,3000,ifn alpha,.
421,6,6_rep421,0,.,3000,ifn alpha,3000
421,6,6_rep421,24,.,3000,ifn alpha,3000
422,6,6_rep422,0,99.7844,3000,ifn alpha,.
422,6,6_rep422,24,87.2676,3000,ifn alpha,.
422,6,6_rep422,0,.,3000,ifn alpha,3000
422,6,6_rep422,24,.,3000,ifn alpha,3000
423,6,6_rep423,0,100.255,3000,ifn alpha,.
423,6,6_rep423,24,86.9985,3000,ifn alpha,.
423,6,6_rep423,0,.,3000,ifn alpha,3000
423,6,6_rep423,24,.,3000,ifn alpha,3000
424,6,6_rep424,0,100.023,3000,ifn alpha,.
424,6,6_rep424,24,83.9249,3000,ifn alpha,.
424,6,6_rep424,0,.,3000,ifn alpha,3000
424,6,6_rep424,24,.,3000,ifn alpha,3000
425,6,6_rep425,0,99.5466,3000,ifn alpha,.
425,6,6_rep425,24,85.1702,3000,ifn alpha,.
425,6,6_rep425,0,.,3000,ifn alpha,3000
425,6,6_rep425,24,.,3000,ifn alpha,3000
426,6,6_rep426,0,100.137,3000,ifn alpha,.
426,6,6_rep426,24,79.7531,3000,ifn alpha,.
426,6,6_rep426,0,.,3000,ifn alpha,3000
426,6,6_rep426,24,.,3000,ifn alpha,3000
427,6,6_rep427,0,99.7976,3000,ifn alpha,.
427,6,6_rep427,24,87.8791,3000,ifn alpha,.
427,6,6_rep427,0,.,3000,ifn alpha,3000
427,6,6_rep427,24,.,3000,ifn alpha,3000
428,6,6_rep428,0,99.8887,3000,ifn alpha,.
428,6,6_rep428,24,81.3962,3000,ifn alpha,.
428,6,6_rep428,0,.,3000,ifn alpha,3000
428,6,6_rep428,24,.,3000,ifn alpha,3000
429,6,6_rep429,0,100.083,3000,ifn alpha,.
429,6,6_rep429,24,86.0483,3000,ifn alpha,.
429,6,6_rep429,0,.,3000,ifn alpha,3000
429,6,6_rep429,24,.,3000,ifn alpha,3000
430,6,6_rep430,0,100.343,3000,ifn alpha,.
430,6,6_rep430,24,82.4808,3000,ifn alpha,.
430,6,6_rep430,0,.,3000,ifn alpha,3000
430,6,6_rep430,24,.,3000,ifn alpha,3000
431,6,6_rep431,0,99.7552,3000,ifn alpha,.
431,6,6_rep431,24,86.4488,3000,ifn alpha,.
431,6,6_rep431,0,.,3000,ifn alpha,3000
431,6,6_rep431,24,.,3000,ifn alpha,3000
432,6,6_rep432,0,100.188,3000,ifn alpha,.
432,6,6_rep432,24,90.8344,3000,ifn alpha,.
432,6,6_rep432,0,.,3000,ifn alpha,3000
432,6,6_rep432,24,.,3000,ifn alpha,3000
433,6,6_rep433,0,100.198,3000,ifn alpha,.
433,6,6_rep433,24,93.58,3000,ifn alpha,.
433,6,6_rep433,0,.,3000,ifn alpha,3000
433,6,6_rep433,24,.,3000,ifn alpha,3000
434,6,6_rep434,0,99.9968,3000,ifn alpha,.
434,6,6_rep434,24,83.0851,3000,ifn alpha,.
434,6,6_rep434,0,.,3000,ifn alpha,3000
434,6,6_rep434,24,.,3000,ifn alpha,3000
435,6,6_rep435,0,100.16,3000,ifn alpha,.
435,6,6_rep435,24,82.9529,3000,ifn alpha,.
435,6,6_rep435,0,.,3000,ifn alpha,3000
435,6,6_rep435,24,.,3000,ifn alpha,3000
436,6,6_rep436,0,100.23,3000,ifn alpha,.
436,6,6_rep436,24,88.3111,3000,ifn alpha,.
436,6,6_rep436,0,.,3000,ifn alpha,3000
436,6,6_rep436,24,.,3000,ifn alpha,3000
437,6,6_rep437,0,99.7132,3000,ifn alpha,.
437,6,6_rep437,24,86.8558,3000,ifn alpha,.
437,6,6_rep437,0,.,3000,ifn alpha,3000
437,6,6_rep437,24,.,3000,ifn alpha,3000
438,6,6_rep438,0,100.1,3000,ifn alpha,.
438,6,6_rep438,24,86.3179,3000,ifn alpha,.
438,6,6_rep438,0,.,3000,ifn alpha,3000
438,6,6_rep438,24,.,3000,ifn alpha,3000
439,6,6_rep439,0,99.5423,3000,ifn alpha,.
439,6,6_rep439,24,87.1827,3000,ifn alpha,.
439,6,6_rep439,0,.,3000,ifn alpha,3000
439,6,6_rep439,24,.,3000,ifn alpha,3000
440,6,6_rep440,0,99.9165,3000,ifn alpha,.
440,6,6_rep440,24,86.4659,3000,ifn alpha,.
440,6,6_rep440,0,.,3000,ifn alpha,3000
440,6,6_rep440,24,.,3000,ifn alpha,3000
441,6,6_rep441,0,100.095,3000,ifn alpha,.
441,6,6_rep441,24,89.7798,3000,ifn alpha,.
441,6,6_rep441,0,.,3000,ifn alpha,3000
441,6,6_rep441,24,.,3000,ifn alpha,3000
442,6,6_rep442,0,100.038,3000,ifn alpha,.
442,6,6_rep442,24,85.7231,3000,ifn alpha,.
442,6,6_rep442,0,.,3000,ifn alpha,3000
442,6,6_rep442,24,.,3000,ifn alpha,3000
443,6,6_rep443,0,100.201,3000,ifn alpha,.
443,6,6_rep443,24,89.211,3000,ifn alpha,.
443,6,6_rep443,0,.,3000,ifn alpha,3000
443,6,6_rep443,24,.,3000,ifn alpha,3000
444,6,6_rep444,0,99.3628,3000,ifn alpha,.
444,6,6_rep444,24,87.8532,3000,ifn alpha,.
444,6,6_rep444,0,.,3000,ifn alpha,3000
444,6,6_rep444,24,.,3000,ifn alpha,3000
445,6,6_rep445,0,99.7113,3000,ifn alpha,.
445,6,6_rep445,24,86.2827,3000,ifn alpha,.
445,6,6_rep445,0,.,3000,ifn alpha,3000
445,6,6_rep445,24,.,3000,ifn alpha,3000
446,6,6_rep446,0,99.8571,3000,ifn alpha,.
446,6,6_rep446,24,90.308,3000,ifn alpha,.
446,6,6_rep446,0,.,3000,ifn alpha,3000
446,6,6_rep446,24,.,3000,ifn alpha,3000
447,6,6_rep447,0,100.123,3000,ifn alpha,.
447,6,6_rep447,24,89.19,3000,ifn alpha,.
447,6,6_rep447,0,.,3000,ifn alpha,3000
447,6,6_rep447,24,.,3000,ifn alpha,3000
448,6,6_rep448,0,100.025,3000,ifn alpha,.
448,6,6_rep448,24,82.757,3000,ifn alpha,.
448,6,6_rep448,0,.,3000,ifn alpha,3000
448,6,6_rep448,24,.,3000,ifn alpha,3000
449,6,6_rep449,0,100.158,3000,ifn alpha,.
449,6,6_rep449,24,84.2068,3000,ifn alpha,.
449,6,6_rep449,0,.,3000,ifn alpha,3000
449,6,6_rep449,24,.,3000,ifn alpha,3000
450,6,6_rep450,0,99.901,3000,ifn alpha,.
450,6,6_rep450,24,86.319,3000,ifn alpha,.
450,6,6_rep450,0,.,3000,ifn alpha,3000
450,6,6_rep450,24,.,3000,ifn alpha,3000
451,6,6_rep451,0,100.016,3000,ifn alpha,.
451,6,6_rep451,24,79.4483,3000,ifn alpha,.
451,6,6_rep451,0,.,3000,ifn alpha,3000
451,6,6_rep451,24,.,3000,ifn alpha,3000
452,6,6_rep452,0,99.9577,3000,ifn alpha,.
452,6,6_rep452,24,91.922,3000,ifn alpha,.
452,6,6_rep452,0,.,3000,ifn alpha,3000
452,6,6_rep452,24,.,3000,ifn alpha,3000
453,6,6_rep453,0,99.7207,3000,ifn alpha,.
453,6,6_rep453,24,90.1587,3000,ifn alpha,.
453,6,6_rep453,0,.,3000,ifn alpha,3000
453,6,6_rep453,24,.,3000,ifn alpha,3000
454,6,6_rep454,0,100.067,3000,ifn alpha,.
454,6,6_rep454,24,86.5795,3000,ifn alpha,.
454,6,6_rep454,0,.,3000,ifn alpha,3000
454,6,6_rep454,24,.,3000,ifn alpha,3000
455,6,6_rep455,0,99.0861,3000,ifn alpha,.
455,6,6_rep455,24,85.7199,3000,ifn alpha,.
455,6,6_rep455,0,.,3000,ifn alpha,3000
455,6,6_rep455,24,.,3000,ifn alpha,3000
456,6,6_rep456,0,99.7265,3000,ifn alpha,.
456,6,6_rep456,24,89.2386,3000,ifn alpha,.
456,6,6_rep456,0,.,3000,ifn alpha,3000
456,6,6_rep456,24,.,3000,ifn alpha,3000
457,6,6_rep457,0,100.149,3000,ifn alpha,.
457,6,6_rep457,24,92.7729,3000,ifn alpha,.
457,6,6_rep457,0,.,3000,ifn alpha,3000
457,6,6_rep457,24,.,3000,ifn alpha,3000
458,6,6_rep458,0,100.078,3000,ifn alpha,.
458,6,6_rep458,24,81.5074,3000,ifn alpha,.
458,6,6_rep458,0,.,3000,ifn alpha,3000
458,6,6_rep458,24,.,3000,ifn alpha,3000
459,6,6_rep459,0,100.212,3000,ifn alpha,.
459,6,6_rep459,24,82.3213,3000,ifn alpha,.
459,6,6_rep459,0,.,3000,ifn alpha,3000
459,6,6_rep459,24,.,3000,ifn alpha,3000
460,6,6_rep460,0,99.8699,3000,ifn alpha,.
460,6,6_rep460,24,87.8852,3000,ifn alpha,.
460,6,6_rep460,0,.,3000,ifn alpha,3000
460,6,6_rep460,24,.,3000,ifn alpha,3000
461,6,6_rep461,0,100.029,3000,ifn alpha,.
461,6,6_rep461,24,83.5714,3000,ifn alpha,.
461,6,6_rep461,0,.,3000,ifn alpha,3000
461,6,6_rep461,24,.,3000,ifn alpha,3000
462,6,6_rep462,0,99.889,3000,ifn alpha,.
462,6,6_rep462,24,87.4138,3000,ifn alpha,.
462,6,6_rep462,0,.,3000,ifn alpha,3000
462,6,6_rep462,24,.,3000,ifn alpha,3000
463,6,6_rep463,0,99.7694,3000,ifn alpha,.
463,6,6_rep463,24,86.997,3000,ifn alpha,.
463,6,6_rep463,0,.,3000,ifn alpha,3000
463,6,6_rep463,24,.,3000,ifn alpha,3000
464,6,6_rep464,0,99.9762,3000,ifn alpha,.
464,6,6_rep464,24,86.9767,3000,ifn alpha,.
464,6,6_rep464,0,.,3000,ifn alpha,3000
464,6,6_rep464,24,.,3000,ifn alpha,3000
465,6,6_rep465,0,100.077,3000,ifn alpha,.
465,6,6_rep465,24,91.4133,3000,ifn alpha,.
465,6,6_rep465,0,.,3000,ifn alpha,3000
465,6,6_rep465,24,.,3000,ifn alpha,3000
466,6,6_rep466,0,99.8023,3000,ifn alpha,.
466,6,6_rep466,24,88.8984,3000,ifn alpha,.
466,6,6_rep466,0,.,3000,ifn alpha,3000
466,6,6_rep466,24,.,3000,ifn alpha,3000
467,6,6_rep467,0,99.9928,3000,ifn alpha,.
467,6,6_rep467,24,86.9811,3000,ifn alpha,.
467,6,6_rep467,0,.,3000,ifn alpha,3000
467,6,6_rep467,24,.,3000,ifn alpha,3000
468,6,6_rep468,0,99.8552,3000,ifn alpha,.
468,6,6_rep468,24,83.9438,3000,ifn alpha,.
468,6,6_rep468,0,.,3000,ifn alpha,3000
468,6,6_rep468,24,.,3000,ifn alpha,3000
469,6,6_rep469,0,98.9014,3000,ifn alpha,.
469,6,6_rep469,24,88.339,3000,ifn alpha,.
469,6,6_rep469,0,.,3000,ifn alpha,3000
469,6,6_rep469,24,.,3000,ifn alpha,3000
470,6,6_rep470,0,99.8518,3000,ifn alpha,.
470,6,6_rep470,24,89.855,3000,ifn alpha,.
470,6,6_rep470,0,.,3000,ifn alpha,3000
470,6,6_rep470,24,.,3000,ifn alpha,3000
471,6,6_rep471,0,100.289,3000,ifn alpha,.
471,6,6_rep471,24,91.254,3000,ifn alpha,.
471,6,6_rep471,0,.,3000,ifn alpha,3000
471,6,6_rep471,24,.,3000,ifn alpha,3000
472,6,6_rep472,0,100.24,3000,ifn alpha,.
472,6,6_rep472,24,87.6104,3000,ifn alpha,.
472,6,6_rep472,0,.,3000,ifn alpha,3000
472,6,6_rep472,24,.,3000,ifn alpha,3000
473,6,6_rep473,0,100.065,3000,ifn alpha,.
473,6,6_rep473,24,89.9506,3000,ifn alpha,.
473,6,6_rep473,0,.,3000,ifn alpha,3000
473,6,6_rep473,24,.,3000,ifn alpha,3000
474,6,6_rep474,0,100.145,3000,ifn alpha,.
474,6,6_rep474,24,87.0463,3000,ifn alpha,.
474,6,6_rep474,0,.,3000,ifn alpha,3000
474,6,6_rep474,24,.,3000,ifn alpha,3000
475,6,6_rep475,0,100.088,3000,ifn alpha,.
475,6,6_rep475,24,88.8326,3000,ifn alpha,.
475,6,6_rep475,0,.,3000,ifn alpha,3000
475,6,6_rep475,24,.,3000,ifn alpha,3000
476,6,6_rep476,0,100.095,3000,ifn alpha,.
476,6,6_rep476,24,83.7044,3000,ifn alpha,.
476,6,6_rep476,0,.,3000,ifn alpha,3000
476,6,6_rep476,24,.,3000,ifn alpha,3000
477,6,6_rep477,0,99.9342,3000,ifn alpha,.
477,6,6_rep477,24,89.4995,3000,ifn alpha,.
477,6,6_rep477,0,.,3000,ifn alpha,3000
477,6,6_rep477,24,.,3000,ifn alpha,3000
478,6,6_rep478,0,99.8029,3000,ifn alpha,.
478,6,6_rep478,24,87.852,3000,ifn alpha,.
478,6,6_rep478,0,.,3000,ifn alpha,3000
478,6,6_rep478,24,.,3000,ifn alpha,3000
479,6,6_rep479,0,99.9173,3000,ifn alpha,.
479,6,6_rep479,24,86.0527,3000,ifn alpha,.
479,6,6_rep479,0,.,3000,ifn alpha,3000
479,6,6_rep479,24,.,3000,ifn alpha,3000
480,6,6_rep480,0,99.6947,3000,ifn alpha,.
480,6,6_rep480,24,91.4526,3000,ifn alpha,.
480,6,6_rep480,0,.,3000,ifn alpha,3000
480,6,6_rep480,24,.,3000,ifn alpha,3000
481,6,6_rep481,0,99.9629,3000,ifn alpha,.
481,6,6_rep481,24,88.56,3000,ifn alpha,.
481,6,6_rep481,0,.,3000,ifn alpha,3000
481,6,6_rep481,24,.,3000,ifn alpha,3000
482,6,6_rep482,0,100.046,3000,ifn alpha,.
482,6,6_rep482,24,88.4836,3000,ifn alpha,.
482,6,6_rep482,0,.,3000,ifn alpha,3000
482,6,6_rep482,24,.,3000,ifn alpha,3000
483,6,6_rep483,0,100.017,3000,ifn alpha,.
483,6,6_rep483,24,88.8658,3000,ifn alpha,.
483,6,6_rep483,0,.,3000,ifn alpha,3000
483,6,6_rep483,24,.,3000,ifn alpha,3000
484,6,6_rep484,0,99.9101,3000,ifn alpha,.
484,6,6_rep484,24,84.1013,3000,ifn alpha,.
484,6,6_rep484,0,.,3000,ifn alpha,3000
484,6,6_rep484,24,.,3000,ifn alpha,3000
485,6,6_rep485,0,99.9886,3000,ifn alpha,.
485,6,6_rep485,24,86.2963,3000,ifn alpha,.
485,6,6_rep485,0,.,3000,ifn alpha,3000
485,6,6_rep485,24,.,3000,ifn alpha,3000
486,6,6_rep486,0,100.191,3000,ifn alpha,.
486,6,6_rep486,24,93.1513,3000,ifn alpha,.
486,6,6_rep486,0,.,3000,ifn alpha,3000
486,6,6_rep486,24,.,3000,ifn alpha,3000
487,6,6_rep487,0,99.8967,3000,ifn alpha,.
487,6,6_rep487,24,89.6604,3000,ifn alpha,.
487,6,6_rep487,0,.,3000,ifn alpha,3000
487,6,6_rep487,24,.,3000,ifn alpha,3000
488,6,6_rep488,0,99.7325,3000,ifn alpha,.
488,6,6_rep488,24,86.6092,3000,ifn alpha,.
488,6,6_rep488,0,.,3000,ifn alpha,3000
488,6,6_rep488,24,.,3000,ifn alpha,3000
489,6,6_rep489,0,100.121,3000,ifn alpha,.
489,6,6_rep489,24,85.0486,3000,ifn alpha,.
489,6,6_rep489,0,.,3000,ifn alpha,3000
489,6,6_rep489,24,.,3000,ifn alpha,3000
490,6,6_rep490,0,99.9496,3000,ifn alpha,.
490,6,6_rep490,24,79.2127,3000,ifn alpha,.
490,6,6_rep490,0,.,3000,ifn alpha,3000
490,6,6_rep490,24,.,3000,ifn alpha,3000
491,6,6_rep491,0,100.006,3000,ifn alpha,.
491,6,6_rep491,24,86.3852,3000,ifn alpha,.
491,6,6_rep491,0,.,3000,ifn alpha,3000
491,6,6_rep491,24,.,3000,ifn alpha,3000
492,6,6_rep492,0,99.4224,3000,ifn alpha,.
492,6,6_rep492,24,82.6312,3000,ifn alpha,.
492,6,6_rep492,0,.,3000,ifn alpha,3000
492,6,6_rep492,24,.,3000,ifn alpha,3000
493,6,6_rep493,0,100.042,3000,ifn alpha,.
493,6,6_rep493,24,78.0696,3000,ifn alpha,.
493,6,6_rep493,0,.,3000,ifn alpha,3000
493,6,6_rep493,24,.,3000,ifn alpha,3000
494,6,6_rep494,0,100.077,3000,ifn alpha,.
494,6,6_rep494,24,87.585,3000,ifn alpha,.
494,6,6_rep494,0,.,3000,ifn alpha,3000
494,6,6_rep494,24,.,3000,ifn alpha,3000
495,6,6_rep495,0,100.177,3000,ifn alpha,.
495,6,6_rep495,24,85.3998,3000,ifn alpha,.
495,6,6_rep495,0,.,3000,ifn alpha,3000
495,6,6_rep495,24,.,3000,ifn alpha,3000
496,6,6_rep496,0,100.176,3000,ifn alpha,.
496,6,6_rep496,24,80.3759,3000,ifn alpha,.
496,6,6_rep496,0,.,3000,ifn alpha,3000
496,6,6_rep496,24,.,3000,ifn alpha,3000
497,6,6_rep497,0,99.8763,3000,ifn alpha,.
497,6,6_rep497,24,94.8334,3000,ifn alpha,.
497,6,6_rep497,0,.,3000,ifn alpha,3000
497,6,6_rep497,24,.,3000,ifn alpha,3000
498,6,6_rep498,0,99.8692,3000,ifn alpha,.
498,6,6_rep498,24,88.2579,3000,ifn alpha,.
498,6,6_rep498,0,.,3000,ifn alpha,3000
498,6,6_rep498,24,.,3000,ifn alpha,3000
499,6,6_rep499,0,100.228,3000,ifn alpha,.
499,6,6_rep499,24,83.9794,3000,ifn alpha,.
499,6,6_rep499,0,.,3000,ifn alpha,3000
499,6,6_rep499,24,.,3000,ifn alpha,3000
500,6,6_rep500,0,99.8741,3000,ifn alpha,.
500,6,6_rep500,24,86.5522,3000,ifn alpha,.
500,6,6_rep500,0,.,3000,ifn alpha,3000
500,6,6_rep500,24,.,3000,ifn alpha,3000
1,7,7_rep1,0,100.181,6000,ifn alpha,.
1,7,7_rep1,24,92.053,6000,ifn alpha,.
1,7,7_rep1,0,.,6000,ifn alpha,6000
1,7,7_rep1,24,.,6000,ifn alpha,6000
2,7,7_rep2,0,99.4378,6000,ifn alpha,.
2,7,7_rep2,24,83.54,6000,ifn alpha,.
2,7,7_rep2,0,.,6000,ifn alpha,6000
2,7,7_rep2,24,.,6000,ifn alpha,6000
3,7,7_rep3,0,100.315,6000,ifn alpha,.
3,7,7_rep3,24,93.4039,6000,ifn alpha,.
3,7,7_rep3,0,.,6000,ifn alpha,6000
3,7,7_rep3,24,.,6000,ifn alpha,6000
4,7,7_rep4,0,100.016,6000,ifn alpha,.
4,7,7_rep4,24,91.2075,6000,ifn alpha,.
4,7,7_rep4,0,.,6000,ifn alpha,6000
4,7,7_rep4,24,.,6000,ifn alpha,6000
5,7,7_rep5,0,99.6863,6000,ifn alpha,.
5,7,7_rep5,24,87.6432,6000,ifn alpha,.
5,7,7_rep5,0,.,6000,ifn alpha,6000
5,7,7_rep5,24,.,6000,ifn alpha,6000
6,7,7_rep6,0,100.163,6000,ifn alpha,.
6,7,7_rep6,24,87.7552,6000,ifn alpha,.
6,7,7_rep6,0,.,6000,ifn alpha,6000
6,7,7_rep6,24,.,6000,ifn alpha,6000
7,7,7_rep7,0,99.733,6000,ifn alpha,.
7,7,7_rep7,24,91.3731,6000,ifn alpha,.
7,7,7_rep7,0,.,6000,ifn alpha,6000
7,7,7_rep7,24,.,6000,ifn alpha,6000
8,7,7_rep8,0,99.9484,6000,ifn alpha,.
8,7,7_rep8,24,91.9452,6000,ifn alpha,.
8,7,7_rep8,0,.,6000,ifn alpha,6000
8,7,7_rep8,24,.,6000,ifn alpha,6000
9,7,7_rep9,0,100.294,6000,ifn alpha,.
9,7,7_rep9,24,92.3712,6000,ifn alpha,.
9,7,7_rep9,0,.,6000,ifn alpha,6000
9,7,7_rep9,24,.,6000,ifn alpha,6000
10,7,7_rep10,0,100.049,6000,ifn alpha,.
10,7,7_rep10,24,77.3379,6000,ifn alpha,.
10,7,7_rep10,0,.,6000,ifn alpha,6000
10,7,7_rep10,24,.,6000,ifn alpha,6000
11,7,7_rep11,0,99.7079,6000,ifn alpha,.
11,7,7_rep11,24,85.1796,6000,ifn alpha,.
11,7,7_rep11,0,.,6000,ifn alpha,6000
11,7,7_rep11,24,.,6000,ifn alpha,6000
12,7,7_rep12,0,100.049,6000,ifn alpha,.
12,7,7_rep12,24,90.7827,6000,ifn alpha,.
12,7,7_rep12,0,.,6000,ifn alpha,6000
12,7,7_rep12,24,.,6000,ifn alpha,6000
13,7,7_rep13,0,99.7571,6000,ifn alpha,.
13,7,7_rep13,24,91.7129,6000,ifn alpha,.
