rep,ID,uid,TIME,y1,IFN_dose,ARMTYPE,IFN
332,9,9_rep332,24,.,100,ifn beta,100
333,9,9_rep333,0,99.6965,100,ifn beta,.
333,9,9_rep333,24,71.7431,100,ifn beta,.
333,9,9_rep333,0,.,100,ifn beta,100
333,9,9_rep333,24,.,100,ifn beta,100
334,9,9_rep334,0,99.6404,100,ifn beta,.
334,9,9_rep334,24,73.7368,100,ifn beta,.
334,9,9_rep334,0,.,100,ifn beta,100
334,9,9_rep334,24,.,100,ifn beta,100
335,9,9_rep335,0,100.161,100,ifn beta,.
335,9,9_rep335,24,62.8394,100,ifn beta,.
335,9,9_rep335,0,.,100,ifn beta,100
335,9,9_rep335,24,.,100,ifn beta,100
336,9,9_rep336,0,99.9125,100,ifn beta,.
336,9,9_rep336,24,64.5443,100,ifn beta,.
336,9,9_rep336,0,.,100,ifn beta,100
336,9,9_rep336,24,.,100,ifn beta,100
337,9,9_rep337,0,100.119,100,ifn beta,.
337,9,9_rep337,24,72.6386,100,ifn beta,.
337,9,9_rep337,0,.,100,ifn beta,100
337,9,9_rep337,24,.,100,ifn beta,100
338,9,9_rep338,0,100.111,100,ifn beta,.
338,9,9_rep338,24,68.047,100,ifn beta,.
338,9,9_rep338,0,.,100,ifn beta,100
338,9,9_rep338,24,.,100,ifn beta,100
339,9,9_rep339,0,100.144,100,ifn beta,.
339,9,9_rep339,24,69.3525,100,ifn beta,.
339,9,9_rep339,0,.,100,ifn beta,100
339,9,9_rep339,24,.,100,ifn beta,100
340,9,9_rep340,0,100.277,100,ifn beta,.
340,9,9_rep340,24,72.4059,100,ifn beta,.
340,9,9_rep340,0,.,100,ifn beta,100
340,9,9_rep340,24,.,100,ifn beta,100
341,9,9_rep341,0,99.7658,100,ifn beta,.
341,9,9_rep341,24,77.3988,100,ifn beta,.
341,9,9_rep341,0,.,100,ifn beta,100
341,9,9_rep341,24,.,100,ifn beta,100
342,9,9_rep342,0,100.092,100,ifn beta,.
342,9,9_rep342,24,69.4418,100,ifn beta,.
342,9,9_rep342,0,.,100,ifn beta,100
342,9,9_rep342,24,.,100,ifn beta,100
343,9,9_rep343,0,100.163,100,ifn beta,.
343,9,9_rep343,24,72.4003,100,ifn beta,.
343,9,9_rep343,0,.,100,ifn beta,100
343,9,9_rep343,24,.,100,ifn beta,100
344,9,9_rep344,0,100.059,100,ifn beta,.
344,9,9_rep344,24,73.0838,100,ifn beta,.
344,9,9_rep344,0,.,100,ifn beta,100
344,9,9_rep344,24,.,100,ifn beta,100
345,9,9_rep345,0,99.7927,100,ifn beta,.
345,9,9_rep345,24,74.7929,100,ifn beta,.
345,9,9_rep345,0,.,100,ifn beta,100
345,9,9_rep345,24,.,100,ifn beta,100
346,9,9_rep346,0,99.9049,100,ifn beta,.
346,9,9_rep346,24,72.3241,100,ifn beta,.
346,9,9_rep346,0,.,100,ifn beta,100
346,9,9_rep346,24,.,100,ifn beta,100
347,9,9_rep347,0,100.156,100,ifn beta,.
347,9,9_rep347,24,67.5834,100,ifn beta,.
347,9,9_rep347,0,.,100,ifn beta,100
347,9,9_rep347,24,.,100,ifn beta,100
348,9,9_rep348,0,99.9255,100,ifn beta,.
348,9,9_rep348,24,63.3973,100,ifn beta,.
348,9,9_rep348,0,.,100,ifn beta,100
348,9,9_rep348,24,.,100,ifn beta,100
349,9,9_rep349,0,100.285,100,ifn beta,.
349,9,9_rep349,24,75.0946,100,ifn beta,.
349,9,9_rep349,0,.,100,ifn beta,100
349,9,9_rep349,24,.,100,ifn beta,100
350,9,9_rep350,0,99.6225,100,ifn beta,.
350,9,9_rep350,24,73.9171,100,ifn beta,.
350,9,9_rep350,0,.,100,ifn beta,100
350,9,9_rep350,24,.,100,ifn beta,100
351,9,9_rep351,0,100.047,100,ifn beta,.
351,9,9_rep351,24,54.6366,100,ifn beta,.
351,9,9_rep351,0,.,100,ifn beta,100
351,9,9_rep351,24,.,100,ifn beta,100
352,9,9_rep352,0,100.187,100,ifn beta,.
352,9,9_rep352,24,78.0807,100,ifn beta,.
352,9,9_rep352,0,.,100,ifn beta,100
352,9,9_rep352,24,.,100,ifn beta,100
353,9,9_rep353,0,100.081,100,ifn beta,.
353,9,9_rep353,24,63.7087,100,ifn beta,.
353,9,9_rep353,0,.,100,ifn beta,100
353,9,9_rep353,24,.,100,ifn beta,100
354,9,9_rep354,0,100.165,100,ifn beta,.
354,9,9_rep354,24,61.7252,100,ifn beta,.
354,9,9_rep354,0,.,100,ifn beta,100
354,9,9_rep354,24,.,100,ifn beta,100
355,9,9_rep355,0,100.172,100,ifn beta,.
355,9,9_rep355,24,57.5843,100,ifn beta,.
355,9,9_rep355,0,.,100,ifn beta,100
355,9,9_rep355,24,.,100,ifn beta,100
356,9,9_rep356,0,100.079,100,ifn beta,.
356,9,9_rep356,24,65.0037,100,ifn beta,.
356,9,9_rep356,0,.,100,ifn beta,100
356,9,9_rep356,24,.,100,ifn beta,100
357,9,9_rep357,0,99.8602,100,ifn beta,.
357,9,9_rep357,24,51.0244,100,ifn beta,.
357,9,9_rep357,0,.,100,ifn beta,100
357,9,9_rep357,24,.,100,ifn beta,100
358,9,9_rep358,0,100.223,100,ifn beta,.
358,9,9_rep358,24,65.2882,100,ifn beta,.
358,9,9_rep358,0,.,100,ifn beta,100
358,9,9_rep358,24,.,100,ifn beta,100
359,9,9_rep359,0,99.9492,100,ifn beta,.
359,9,9_rep359,24,79.0956,100,ifn beta,.
359,9,9_rep359,0,.,100,ifn beta,100
359,9,9_rep359,24,.,100,ifn beta,100
360,9,9_rep360,0,99.9796,100,ifn beta,.
360,9,9_rep360,24,69.5679,100,ifn beta,.
360,9,9_rep360,0,.,100,ifn beta,100
360,9,9_rep360,24,.,100,ifn beta,100
361,9,9_rep361,0,99.9353,100,ifn beta,.
361,9,9_rep361,24,78.408,100,ifn beta,.
361,9,9_rep361,0,.,100,ifn beta,100
361,9,9_rep361,24,.,100,ifn beta,100
362,9,9_rep362,0,99.9212,100,ifn beta,.
362,9,9_rep362,24,77.4449,100,ifn beta,.
362,9,9_rep362,0,.,100,ifn beta,100
362,9,9_rep362,24,.,100,ifn beta,100
363,9,9_rep363,0,99.9574,100,ifn beta,.
363,9,9_rep363,24,61.9489,100,ifn beta,.
363,9,9_rep363,0,.,100,ifn beta,100
363,9,9_rep363,24,.,100,ifn beta,100
364,9,9_rep364,0,99.7062,100,ifn beta,.
364,9,9_rep364,24,71.7268,100,ifn beta,.
364,9,9_rep364,0,.,100,ifn beta,100
364,9,9_rep364,24,.,100,ifn beta,100
365,9,9_rep365,0,99.9782,100,ifn beta,.
365,9,9_rep365,24,77.51,100,ifn beta,.
365,9,9_rep365,0,.,100,ifn beta,100
365,9,9_rep365,24,.,100,ifn beta,100
366,9,9_rep366,0,99.7521,100,ifn beta,.
366,9,9_rep366,24,72.251,100,ifn beta,.
366,9,9_rep366,0,.,100,ifn beta,100
366,9,9_rep366,24,.,100,ifn beta,100
367,9,9_rep367,0,100.061,100,ifn beta,.
367,9,9_rep367,24,60.8179,100,ifn beta,.
367,9,9_rep367,0,.,100,ifn beta,100
367,9,9_rep367,24,.,100,ifn beta,100
368,9,9_rep368,0,99.9091,100,ifn beta,.
368,9,9_rep368,24,70.5394,100,ifn beta,.
368,9,9_rep368,0,.,100,ifn beta,100
368,9,9_rep368,24,.,100,ifn beta,100
369,9,9_rep369,0,99.9283,100,ifn beta,.
369,9,9_rep369,24,76.7911,100,ifn beta,.
369,9,9_rep369,0,.,100,ifn beta,100
369,9,9_rep369,24,.,100,ifn beta,100
370,9,9_rep370,0,100.201,100,ifn beta,.
370,9,9_rep370,24,75.2971,100,ifn beta,.
370,9,9_rep370,0,.,100,ifn beta,100
370,9,9_rep370,24,.,100,ifn beta,100
371,9,9_rep371,0,99.945,100,ifn beta,.
371,9,9_rep371,24,75.932,100,ifn beta,.
371,9,9_rep371,0,.,100,ifn beta,100
371,9,9_rep371,24,.,100,ifn beta,100
372,9,9_rep372,0,99.8411,100,ifn beta,.
372,9,9_rep372,24,66.2017,100,ifn beta,.
372,9,9_rep372,0,.,100,ifn beta,100
372,9,9_rep372,24,.,100,ifn beta,100
373,9,9_rep373,0,100.041,100,ifn beta,.
373,9,9_rep373,24,72.9887,100,ifn beta,.
373,9,9_rep373,0,.,100,ifn beta,100
373,9,9_rep373,24,.,100,ifn beta,100
374,9,9_rep374,0,100.272,100,ifn beta,.
374,9,9_rep374,24,64.3219,100,ifn beta,.
374,9,9_rep374,0,.,100,ifn beta,100
374,9,9_rep374,24,.,100,ifn beta,100
375,9,9_rep375,0,99.8861,100,ifn beta,.
375,9,9_rep375,24,67.59,100,ifn beta,.
375,9,9_rep375,0,.,100,ifn beta,100
375,9,9_rep375,24,.,100,ifn beta,100
376,9,9_rep376,0,100.112,100,ifn beta,.
376,9,9_rep376,24,73.0852,100,ifn beta,.
376,9,9_rep376,0,.,100,ifn beta,100
376,9,9_rep376,24,.,100,ifn beta,100
377,9,9_rep377,0,100.157,100,ifn beta,.
377,9,9_rep377,24,73.1381,100,ifn beta,.
377,9,9_rep377,0,.,100,ifn beta,100
377,9,9_rep377,24,.,100,ifn beta,100
378,9,9_rep378,0,100.312,100,ifn beta,.
378,9,9_rep378,24,55.0688,100,ifn beta,.
378,9,9_rep378,0,.,100,ifn beta,100
378,9,9_rep378,24,.,100,ifn beta,100
379,9,9_rep379,0,100.071,100,ifn beta,.
379,9,9_rep379,24,83.977,100,ifn beta,.
379,9,9_rep379,0,.,100,ifn beta,100
379,9,9_rep379,24,.,100,ifn beta,100
380,9,9_rep380,0,100.217,100,ifn beta,.
380,9,9_rep380,24,58.4048,100,ifn beta,.
380,9,9_rep380,0,.,100,ifn beta,100
380,9,9_rep380,24,.,100,ifn beta,100
381,9,9_rep381,0,99.7743,100,ifn beta,.
381,9,9_rep381,24,69.579,100,ifn beta,.
381,9,9_rep381,0,.,100,ifn beta,100
381,9,9_rep381,24,.,100,ifn beta,100
382,9,9_rep382,0,99.9798,100,ifn beta,.
382,9,9_rep382,24,73.0517,100,ifn beta,.
382,9,9_rep382,0,.,100,ifn beta,100
382,9,9_rep382,24,.,100,ifn beta,100
383,9,9_rep383,0,99.7751,100,ifn beta,.
383,9,9_rep383,24,65.5734,100,ifn beta,.
383,9,9_rep383,0,.,100,ifn beta,100
383,9,9_rep383,24,.,100,ifn beta,100
384,9,9_rep384,0,100.041,100,ifn beta,.
384,9,9_rep384,24,57.9517,100,ifn beta,.
384,9,9_rep384,0,.,100,ifn beta,100
384,9,9_rep384,24,.,100,ifn beta,100
385,9,9_rep385,0,99.9142,100,ifn beta,.
385,9,9_rep385,24,71.5039,100,ifn beta,.
385,9,9_rep385,0,.,100,ifn beta,100
385,9,9_rep385,24,.,100,ifn beta,100
386,9,9_rep386,0,100.357,100,ifn beta,.
386,9,9_rep386,24,70.741,100,ifn beta,.
386,9,9_rep386,0,.,100,ifn beta,100
386,9,9_rep386,24,.,100,ifn beta,100
387,9,9_rep387,0,100.093,100,ifn beta,.
387,9,9_rep387,24,70.3665,100,ifn beta,.
387,9,9_rep387,0,.,100,ifn beta,100
387,9,9_rep387,24,.,100,ifn beta,100
388,9,9_rep388,0,99.9846,100,ifn beta,.
388,9,9_rep388,24,65.7822,100,ifn beta,.
388,9,9_rep388,0,.,100,ifn beta,100
388,9,9_rep388,24,.,100,ifn beta,100
389,9,9_rep389,0,100.061,100,ifn beta,.
389,9,9_rep389,24,65.2557,100,ifn beta,.
389,9,9_rep389,0,.,100,ifn beta,100
389,9,9_rep389,24,.,100,ifn beta,100
390,9,9_rep390,0,99.7876,100,ifn beta,.
390,9,9_rep390,24,66.2217,100,ifn beta,.
390,9,9_rep390,0,.,100,ifn beta,100
390,9,9_rep390,24,.,100,ifn beta,100
391,9,9_rep391,0,100.228,100,ifn beta,.
391,9,9_rep391,24,78.162,100,ifn beta,.
391,9,9_rep391,0,.,100,ifn beta,100
391,9,9_rep391,24,.,100,ifn beta,100
392,9,9_rep392,0,99.9423,100,ifn beta,.
392,9,9_rep392,24,72.6246,100,ifn beta,.
392,9,9_rep392,0,.,100,ifn beta,100
392,9,9_rep392,24,.,100,ifn beta,100
393,9,9_rep393,0,100.014,100,ifn beta,.
393,9,9_rep393,24,77.4139,100,ifn beta,.
393,9,9_rep393,0,.,100,ifn beta,100
393,9,9_rep393,24,.,100,ifn beta,100
394,9,9_rep394,0,99.8724,100,ifn beta,.
394,9,9_rep394,24,68.9059,100,ifn beta,.
394,9,9_rep394,0,.,100,ifn beta,100
394,9,9_rep394,24,.,100,ifn beta,100
395,9,9_rep395,0,99.9699,100,ifn beta,.
395,9,9_rep395,24,68.9285,100,ifn beta,.
395,9,9_rep395,0,.,100,ifn beta,100
395,9,9_rep395,24,.,100,ifn beta,100
396,9,9_rep396,0,100.036,100,ifn beta,.
396,9,9_rep396,24,63.5402,100,ifn beta,.
396,9,9_rep396,0,.,100,ifn beta,100
396,9,9_rep396,24,.,100,ifn beta,100
397,9,9_rep397,0,99.9293,100,ifn beta,.
397,9,9_rep397,24,62.275,100,ifn beta,.
397,9,9_rep397,0,.,100,ifn beta,100
397,9,9_rep397,24,.,100,ifn beta,100
398,9,9_rep398,0,100.12,100,ifn beta,.
398,9,9_rep398,24,64.602,100,ifn beta,.
398,9,9_rep398,0,.,100,ifn beta,100
398,9,9_rep398,24,.,100,ifn beta,100
399,9,9_rep399,0,100.2,100,ifn beta,.
399,9,9_rep399,24,65.9963,100,ifn beta,.
399,9,9_rep399,0,.,100,ifn beta,100
399,9,9_rep399,24,.,100,ifn beta,100
400,9,9_rep400,0,99.9381,100,ifn beta,.
400,9,9_rep400,24,76.7882,100,ifn beta,.
400,9,9_rep400,0,.,100,ifn beta,100
400,9,9_rep400,24,.,100,ifn beta,100
401,9,9_rep401,0,99.9073,100,ifn beta,.
401,9,9_rep401,24,61.442,100,ifn beta,.
401,9,9_rep401,0,.,100,ifn beta,100
401,9,9_rep401,24,.,100,ifn beta,100
402,9,9_rep402,0,100.069,100,ifn beta,.
402,9,9_rep402,24,70.7166,100,ifn beta,.
402,9,9_rep402,0,.,100,ifn beta,100
402,9,9_rep402,24,.,100,ifn beta,100
403,9,9_rep403,0,100.29,100,ifn beta,.
403,9,9_rep403,24,66.8521,100,ifn beta,.
403,9,9_rep403,0,.,100,ifn beta,100
403,9,9_rep403,24,.,100,ifn beta,100
404,9,9_rep404,0,99.7067,100,ifn beta,.
404,9,9_rep404,24,69.4413,100,ifn beta,.
404,9,9_rep404,0,.,100,ifn beta,100
404,9,9_rep404,24,.,100,ifn beta,100
405,9,9_rep405,0,99.6321,100,ifn beta,.
405,9,9_rep405,24,65.8804,100,ifn beta,.
405,9,9_rep405,0,.,100,ifn beta,100
405,9,9_rep405,24,.,100,ifn beta,100
406,9,9_rep406,0,100.193,100,ifn beta,.
406,9,9_rep406,24,62.6435,100,ifn beta,.
406,9,9_rep406,0,.,100,ifn beta,100
406,9,9_rep406,24,.,100,ifn beta,100
407,9,9_rep407,0,100.219,100,ifn beta,.
407,9,9_rep407,24,72.7261,100,ifn beta,.
407,9,9_rep407,0,.,100,ifn beta,100
407,9,9_rep407,24,.,100,ifn beta,100
408,9,9_rep408,0,99.3703,100,ifn beta,.
408,9,9_rep408,24,72.1245,100,ifn beta,.
408,9,9_rep408,0,.,100,ifn beta,100
408,9,9_rep408,24,.,100,ifn beta,100
409,9,9_rep409,0,99.8574,100,ifn beta,.
409,9,9_rep409,24,69.5168,100,ifn beta,.
409,9,9_rep409,0,.,100,ifn beta,100
409,9,9_rep409,24,.,100,ifn beta,100
410,9,9_rep410,0,100.103,100,ifn beta,.
410,9,9_rep410,24,64.6238,100,ifn beta,.
410,9,9_rep410,0,.,100,ifn beta,100
410,9,9_rep410,24,.,100,ifn beta,100
411,9,9_rep411,0,100.013,100,ifn beta,.
411,9,9_rep411,24,67.8302,100,ifn beta,.
411,9,9_rep411,0,.,100,ifn beta,100
411,9,9_rep411,24,.,100,ifn beta,100
412,9,9_rep412,0,99.8586,100,ifn beta,.
412,9,9_rep412,24,76.2426,100,ifn beta,.
412,9,9_rep412,0,.,100,ifn beta,100
412,9,9_rep412,24,.,100,ifn beta,100
413,9,9_rep413,0,100.168,100,ifn beta,.
413,9,9_rep413,24,63.5879,100,ifn beta,.
413,9,9_rep413,0,.,100,ifn beta,100
413,9,9_rep413,24,.,100,ifn beta,100
414,9,9_rep414,0,100.086,100,ifn beta,.
414,9,9_rep414,24,64.5006,100,ifn beta,.
414,9,9_rep414,0,.,100,ifn beta,100
414,9,9_rep414,24,.,100,ifn beta,100
415,9,9_rep415,0,100.31,100,ifn beta,.
415,9,9_rep415,24,75.0706,100,ifn beta,.
415,9,9_rep415,0,.,100,ifn beta,100
415,9,9_rep415,24,.,100,ifn beta,100
416,9,9_rep416,0,99.9543,100,ifn beta,.
416,9,9_rep416,24,66.2089,100,ifn beta,.
416,9,9_rep416,0,.,100,ifn beta,100
416,9,9_rep416,24,.,100,ifn beta,100
417,9,9_rep417,0,99.7853,100,ifn beta,.
417,9,9_rep417,24,68.6284,100,ifn beta,.
417,9,9_rep417,0,.,100,ifn beta,100
417,9,9_rep417,24,.,100,ifn beta,100
418,9,9_rep418,0,99.7512,100,ifn beta,.
418,9,9_rep418,24,68.7825,100,ifn beta,.
418,9,9_rep418,0,.,100,ifn beta,100
418,9,9_rep418,24,.,100,ifn beta,100
419,9,9_rep419,0,99.9256,100,ifn beta,.
419,9,9_rep419,24,59.802,100,ifn beta,.
419,9,9_rep419,0,.,100,ifn beta,100
419,9,9_rep419,24,.,100,ifn beta,100
420,9,9_rep420,0,99.8819,100,ifn beta,.
420,9,9_rep420,24,74.6142,100,ifn beta,.
420,9,9_rep420,0,.,100,ifn beta,100
420,9,9_rep420,24,.,100,ifn beta,100
421,9,9_rep421,0,99.5024,100,ifn beta,.
421,9,9_rep421,24,67.0832,100,ifn beta,.
421,9,9_rep421,0,.,100,ifn beta,100
421,9,9_rep421,24,.,100,ifn beta,100
422,9,9_rep422,0,100.014,100,ifn beta,.
422,9,9_rep422,24,73.0596,100,ifn beta,.
422,9,9_rep422,0,.,100,ifn beta,100
422,9,9_rep422,24,.,100,ifn beta,100
423,9,9_rep423,0,99.8047,100,ifn beta,.
423,9,9_rep423,24,78.9235,100,ifn beta,.
423,9,9_rep423,0,.,100,ifn beta,100
423,9,9_rep423,24,.,100,ifn beta,100
424,9,9_rep424,0,99.5383,100,ifn beta,.
424,9,9_rep424,24,68.9879,100,ifn beta,.
424,9,9_rep424,0,.,100,ifn beta,100
424,9,9_rep424,24,.,100,ifn beta,100
425,9,9_rep425,0,100.114,100,ifn beta,.
425,9,9_rep425,24,68.5517,100,ifn beta,.
425,9,9_rep425,0,.,100,ifn beta,100
425,9,9_rep425,24,.,100,ifn beta,100
426,9,9_rep426,0,99.9927,100,ifn beta,.
426,9,9_rep426,24,69.5043,100,ifn beta,.
426,9,9_rep426,0,.,100,ifn beta,100
426,9,9_rep426,24,.,100,ifn beta,100
427,9,9_rep427,0,99.601,100,ifn beta,.
427,9,9_rep427,24,68.1197,100,ifn beta,.
427,9,9_rep427,0,.,100,ifn beta,100
427,9,9_rep427,24,.,100,ifn beta,100
428,9,9_rep428,0,99.7532,100,ifn beta,.
428,9,9_rep428,24,58.708,100,ifn beta,.
428,9,9_rep428,0,.,100,ifn beta,100
428,9,9_rep428,24,.,100,ifn beta,100
429,9,9_rep429,0,99.902,100,ifn beta,.
429,9,9_rep429,24,79.4811,100,ifn beta,.
429,9,9_rep429,0,.,100,ifn beta,100
429,9,9_rep429,24,.,100,ifn beta,100
430,9,9_rep430,0,99.9057,100,ifn beta,.
430,9,9_rep430,24,76.9276,100,ifn beta,.
430,9,9_rep430,0,.,100,ifn beta,100
430,9,9_rep430,24,.,100,ifn beta,100
431,9,9_rep431,0,99.9068,100,ifn beta,.
431,9,9_rep431,24,73.3253,100,ifn beta,.
431,9,9_rep431,0,.,100,ifn beta,100
431,9,9_rep431,24,.,100,ifn beta,100
432,9,9_rep432,0,100.069,100,ifn beta,.
432,9,9_rep432,24,70.5874,100,ifn beta,.
432,9,9_rep432,0,.,100,ifn beta,100
432,9,9_rep432,24,.,100,ifn beta,100
433,9,9_rep433,0,100.216,100,ifn beta,.
433,9,9_rep433,24,76.2114,100,ifn beta,.
433,9,9_rep433,0,.,100,ifn beta,100
433,9,9_rep433,24,.,100,ifn beta,100
434,9,9_rep434,0,99.8131,100,ifn beta,.
434,9,9_rep434,24,83.2826,100,ifn beta,.
434,9,9_rep434,0,.,100,ifn beta,100
434,9,9_rep434,24,.,100,ifn beta,100
435,9,9_rep435,0,99.8196,100,ifn beta,.
435,9,9_rep435,24,62.9207,100,ifn beta,.
435,9,9_rep435,0,.,100,ifn beta,100
435,9,9_rep435,24,.,100,ifn beta,100
436,9,9_rep436,0,99.9749,100,ifn beta,.
436,9,9_rep436,24,66.1117,100,ifn beta,.
436,9,9_rep436,0,.,100,ifn beta,100
436,9,9_rep436,24,.,100,ifn beta,100
437,9,9_rep437,0,100.044,100,ifn beta,.
437,9,9_rep437,24,76.8448,100,ifn beta,.
437,9,9_rep437,0,.,100,ifn beta,100
437,9,9_rep437,24,.,100,ifn beta,100
438,9,9_rep438,0,99.9239,100,ifn beta,.
438,9,9_rep438,24,69.8254,100,ifn beta,.
438,9,9_rep438,0,.,100,ifn beta,100
438,9,9_rep438,24,.,100,ifn beta,100
439,9,9_rep439,0,100.065,100,ifn beta,.
439,9,9_rep439,24,62.3452,100,ifn beta,.
439,9,9_rep439,0,.,100,ifn beta,100
439,9,9_rep439,24,.,100,ifn beta,100
440,9,9_rep440,0,100.049,100,ifn beta,.
440,9,9_rep440,24,75.8703,100,ifn beta,.
440,9,9_rep440,0,.,100,ifn beta,100
440,9,9_rep440,24,.,100,ifn beta,100
441,9,9_rep441,0,100.052,100,ifn beta,.
441,9,9_rep441,24,69.9577,100,ifn beta,.
441,9,9_rep441,0,.,100,ifn beta,100
441,9,9_rep441,24,.,100,ifn beta,100
442,9,9_rep442,0,100.036,100,ifn beta,.
442,9,9_rep442,24,73.0868,100,ifn beta,.
442,9,9_rep442,0,.,100,ifn beta,100
442,9,9_rep442,24,.,100,ifn beta,100
443,9,9_rep443,0,100.279,100,ifn beta,.
443,9,9_rep443,24,65.8241,100,ifn beta,.
443,9,9_rep443,0,.,100,ifn beta,100
443,9,9_rep443,24,.,100,ifn beta,100
444,9,9_rep444,0,100.216,100,ifn beta,.
444,9,9_rep444,24,67.8926,100,ifn beta,.
444,9,9_rep444,0,.,100,ifn beta,100
444,9,9_rep444,24,.,100,ifn beta,100
445,9,9_rep445,0,99.9187,100,ifn beta,.
445,9,9_rep445,24,72.4186,100,ifn beta,.
445,9,9_rep445,0,.,100,ifn beta,100
445,9,9_rep445,24,.,100,ifn beta,100
446,9,9_rep446,0,100.203,100,ifn beta,.
446,9,9_rep446,24,71.2176,100,ifn beta,.
446,9,9_rep446,0,.,100,ifn beta,100
446,9,9_rep446,24,.,100,ifn beta,100
447,9,9_rep447,0,99.879,100,ifn beta,.
447,9,9_rep447,24,63.2951,100,ifn beta,.
447,9,9_rep447,0,.,100,ifn beta,100
447,9,9_rep447,24,.,100,ifn beta,100
448,9,9_rep448,0,99.6408,100,ifn beta,.
448,9,9_rep448,24,78.2991,100,ifn beta,.
448,9,9_rep448,0,.,100,ifn beta,100
448,9,9_rep448,24,.,100,ifn beta,100
449,9,9_rep449,0,100.071,100,ifn beta,.
449,9,9_rep449,24,67.8328,100,ifn beta,.
449,9,9_rep449,0,.,100,ifn beta,100
449,9,9_rep449,24,.,100,ifn beta,100
450,9,9_rep450,0,99.9937,100,ifn beta,.
450,9,9_rep450,24,73.5358,100,ifn beta,.
450,9,9_rep450,0,.,100,ifn beta,100
450,9,9_rep450,24,.,100,ifn beta,100
451,9,9_rep451,0,100.179,100,ifn beta,.
451,9,9_rep451,24,61.0495,100,ifn beta,.
451,9,9_rep451,0,.,100,ifn beta,100
451,9,9_rep451,24,.,100,ifn beta,100
452,9,9_rep452,0,100.076,100,ifn beta,.
452,9,9_rep452,24,59.6674,100,ifn beta,.
452,9,9_rep452,0,.,100,ifn beta,100
452,9,9_rep452,24,.,100,ifn beta,100
453,9,9_rep453,0,100.278,100,ifn beta,.
453,9,9_rep453,24,72.3272,100,ifn beta,.
453,9,9_rep453,0,.,100,ifn beta,100
453,9,9_rep453,24,.,100,ifn beta,100
454,9,9_rep454,0,100.306,100,ifn beta,.
454,9,9_rep454,24,71.0648,100,ifn beta,.
454,9,9_rep454,0,.,100,ifn beta,100
454,9,9_rep454,24,.,100,ifn beta,100
455,9,9_rep455,0,100.166,100,ifn beta,.
455,9,9_rep455,24,65.7122,100,ifn beta,.
455,9,9_rep455,0,.,100,ifn beta,100
455,9,9_rep455,24,.,100,ifn beta,100
456,9,9_rep456,0,99.7715,100,ifn beta,.
456,9,9_rep456,24,82.6325,100,ifn beta,.
456,9,9_rep456,0,.,100,ifn beta,100
456,9,9_rep456,24,.,100,ifn beta,100
457,9,9_rep457,0,100.001,100,ifn beta,.
457,9,9_rep457,24,64.9789,100,ifn beta,.
457,9,9_rep457,0,.,100,ifn beta,100
457,9,9_rep457,24,.,100,ifn beta,100
458,9,9_rep458,0,99.8379,100,ifn beta,.
458,9,9_rep458,24,73.8408,100,ifn beta,.
458,9,9_rep458,0,.,100,ifn beta,100
458,9,9_rep458,24,.,100,ifn beta,100
459,9,9_rep459,0,100.12,100,ifn beta,.
459,9,9_rep459,24,60.8069,100,ifn beta,.
459,9,9_rep459,0,.,100,ifn beta,100
459,9,9_rep459,24,.,100,ifn beta,100
460,9,9_rep460,0,100.023,100,ifn beta,.
460,9,9_rep460,24,77.2163,100,ifn beta,.
460,9,9_rep460,0,.,100,ifn beta,100
460,9,9_rep460,24,.,100,ifn beta,100
461,9,9_rep461,0,100.094,100,ifn beta,.
461,9,9_rep461,24,80.1014,100,ifn beta,.
461,9,9_rep461,0,.,100,ifn beta,100
461,9,9_rep461,24,.,100,ifn beta,100
462,9,9_rep462,0,100.003,100,ifn beta,.
462,9,9_rep462,24,61.7751,100,ifn beta,.
462,9,9_rep462,0,.,100,ifn beta,100
462,9,9_rep462,24,.,100,ifn beta,100
463,9,9_rep463,0,100.116,100,ifn beta,.
463,9,9_rep463,24,69.1163,100,ifn beta,.
463,9,9_rep463,0,.,100,ifn beta,100
463,9,9_rep463,24,.,100,ifn beta,100
464,9,9_rep464,0,99.943,100,ifn beta,.
464,9,9_rep464,24,82.2961,100,ifn beta,.
464,9,9_rep464,0,.,100,ifn beta,100
464,9,9_rep464,24,.,100,ifn beta,100
465,9,9_rep465,0,99.4902,100,ifn beta,.
465,9,9_rep465,24,77.9596,100,ifn beta,.
465,9,9_rep465,0,.,100,ifn beta,100
465,9,9_rep465,24,.,100,ifn beta,100
466,9,9_rep466,0,100.203,100,ifn beta,.
466,9,9_rep466,24,62.5136,100,ifn beta,.
466,9,9_rep466,0,.,100,ifn beta,100
466,9,9_rep466,24,.,100,ifn beta,100
467,9,9_rep467,0,99.9227,100,ifn beta,.
467,9,9_rep467,24,71.9165,100,ifn beta,.
467,9,9_rep467,0,.,100,ifn beta,100
467,9,9_rep467,24,.,100,ifn beta,100
468,9,9_rep468,0,99.9264,100,ifn beta,.
468,9,9_rep468,24,65.9496,100,ifn beta,.
468,9,9_rep468,0,.,100,ifn beta,100
468,9,9_rep468,24,.,100,ifn beta,100
469,9,9_rep469,0,99.7408,100,ifn beta,.
469,9,9_rep469,24,67.9846,100,ifn beta,.
469,9,9_rep469,0,.,100,ifn beta,100
469,9,9_rep469,24,.,100,ifn beta,100
470,9,9_rep470,0,99.8116,100,ifn beta,.
470,9,9_rep470,24,70.1752,100,ifn beta,.
