rep,ID,uid,TIME,y1,ARMTYPE,CMT,IFN
441,17,17_rep441,12,.,ifn alpha,1,3000
441,17,17_rep441,24,.,ifn alpha,1,3000
441,17,17_rep441,36,.,ifn alpha,1,3000
441,17,17_rep441,48,.,ifn alpha,1,3000
442,17,17_rep442,0,96.9465,ifn alpha,.,.
442,17,17_rep442,2,94.7503,ifn alpha,.,.
442,17,17_rep442,6,91.8984,ifn alpha,.,.
442,17,17_rep442,12,96.0802,ifn alpha,.,.
442,17,17_rep442,24,83.639,ifn alpha,.,.
442,17,17_rep442,36,76.1507,ifn alpha,.,.
442,17,17_rep442,48,64.831,ifn alpha,.,.
442,17,17_rep442,0,.,ifn alpha,1,3000
442,17,17_rep442,2,.,ifn alpha,1,3000
442,17,17_rep442,6,.,ifn alpha,1,3000
442,17,17_rep442,12,.,ifn alpha,1,3000
442,17,17_rep442,24,.,ifn alpha,1,3000
442,17,17_rep442,36,.,ifn alpha,1,3000
442,17,17_rep442,48,.,ifn alpha,1,3000
443,17,17_rep443,0,102.061,ifn alpha,.,.
443,17,17_rep443,2,99.2466,ifn alpha,.,.
443,17,17_rep443,6,98.9592,ifn alpha,.,.
443,17,17_rep443,12,95.5415,ifn alpha,.,.
443,17,17_rep443,24,83.7589,ifn alpha,.,.
443,17,17_rep443,36,72.7845,ifn alpha,.,.
443,17,17_rep443,48,72.2223,ifn alpha,.,.
443,17,17_rep443,0,.,ifn alpha,1,3000
443,17,17_rep443,2,.,ifn alpha,1,3000
443,17,17_rep443,6,.,ifn alpha,1,3000
443,17,17_rep443,12,.,ifn alpha,1,3000
443,17,17_rep443,24,.,ifn alpha,1,3000
443,17,17_rep443,36,.,ifn alpha,1,3000
443,17,17_rep443,48,.,ifn alpha,1,3000
444,17,17_rep444,0,101.204,ifn alpha,.,.
444,17,17_rep444,2,100.552,ifn alpha,.,.
444,17,17_rep444,6,95.43,ifn alpha,.,.
444,17,17_rep444,12,89.9887,ifn alpha,.,.
444,17,17_rep444,24,86.1903,ifn alpha,.,.
444,17,17_rep444,36,71.0957,ifn alpha,.,.
444,17,17_rep444,48,68.8323,ifn alpha,.,.
444,17,17_rep444,0,.,ifn alpha,1,3000
444,17,17_rep444,2,.,ifn alpha,1,3000
444,17,17_rep444,6,.,ifn alpha,1,3000
444,17,17_rep444,12,.,ifn alpha,1,3000
444,17,17_rep444,24,.,ifn alpha,1,3000
444,17,17_rep444,36,.,ifn alpha,1,3000
444,17,17_rep444,48,.,ifn alpha,1,3000
445,17,17_rep445,0,100.465,ifn alpha,.,.
445,17,17_rep445,2,97.972,ifn alpha,.,.
445,17,17_rep445,6,90.9952,ifn alpha,.,.
445,17,17_rep445,12,84.5907,ifn alpha,.,.
445,17,17_rep445,24,82.4292,ifn alpha,.,.
445,17,17_rep445,36,78.318,ifn alpha,.,.
445,17,17_rep445,48,68.4989,ifn alpha,.,.
445,17,17_rep445,0,.,ifn alpha,1,3000
445,17,17_rep445,2,.,ifn alpha,1,3000
445,17,17_rep445,6,.,ifn alpha,1,3000
445,17,17_rep445,12,.,ifn alpha,1,3000
445,17,17_rep445,24,.,ifn alpha,1,3000
445,17,17_rep445,36,.,ifn alpha,1,3000
445,17,17_rep445,48,.,ifn alpha,1,3000
446,17,17_rep446,0,100.983,ifn alpha,.,.
446,17,17_rep446,2,99.6367,ifn alpha,.,.
446,17,17_rep446,6,98.2009,ifn alpha,.,.
446,17,17_rep446,12,92.3852,ifn alpha,.,.
446,17,17_rep446,24,82.6428,ifn alpha,.,.
446,17,17_rep446,36,80.4511,ifn alpha,.,.
446,17,17_rep446,48,71.9677,ifn alpha,.,.
446,17,17_rep446,0,.,ifn alpha,1,3000
446,17,17_rep446,2,.,ifn alpha,1,3000
446,17,17_rep446,6,.,ifn alpha,1,3000
446,17,17_rep446,12,.,ifn alpha,1,3000
446,17,17_rep446,24,.,ifn alpha,1,3000
446,17,17_rep446,36,.,ifn alpha,1,3000
446,17,17_rep446,48,.,ifn alpha,1,3000
447,17,17_rep447,0,101.811,ifn alpha,.,.
447,17,17_rep447,2,96.2296,ifn alpha,.,.
447,17,17_rep447,6,95.9365,ifn alpha,.,.
447,17,17_rep447,12,94.7163,ifn alpha,.,.
447,17,17_rep447,24,84.2951,ifn alpha,.,.
447,17,17_rep447,36,75.1322,ifn alpha,.,.
447,17,17_rep447,48,67.9628,ifn alpha,.,.
447,17,17_rep447,0,.,ifn alpha,1,3000
447,17,17_rep447,2,.,ifn alpha,1,3000
447,17,17_rep447,6,.,ifn alpha,1,3000
447,17,17_rep447,12,.,ifn alpha,1,3000
447,17,17_rep447,24,.,ifn alpha,1,3000
447,17,17_rep447,36,.,ifn alpha,1,3000
447,17,17_rep447,48,.,ifn alpha,1,3000
448,17,17_rep448,0,94.1398,ifn alpha,.,.
448,17,17_rep448,2,95.4161,ifn alpha,.,.
448,17,17_rep448,6,92.7104,ifn alpha,.,.
448,17,17_rep448,12,94.1587,ifn alpha,.,.
448,17,17_rep448,24,81.7953,ifn alpha,.,.
448,17,17_rep448,36,75.0289,ifn alpha,.,.
448,17,17_rep448,48,67.3266,ifn alpha,.,.
448,17,17_rep448,0,.,ifn alpha,1,3000
448,17,17_rep448,2,.,ifn alpha,1,3000
448,17,17_rep448,6,.,ifn alpha,1,3000
448,17,17_rep448,12,.,ifn alpha,1,3000
448,17,17_rep448,24,.,ifn alpha,1,3000
448,17,17_rep448,36,.,ifn alpha,1,3000
448,17,17_rep448,48,.,ifn alpha,1,3000
449,17,17_rep449,0,96.7723,ifn alpha,.,.
449,17,17_rep449,2,92.9723,ifn alpha,.,.
449,17,17_rep449,6,90.708,ifn alpha,.,.
449,17,17_rep449,12,87.9571,ifn alpha,.,.
449,17,17_rep449,24,80.7013,ifn alpha,.,.
449,17,17_rep449,36,74.7361,ifn alpha,.,.
449,17,17_rep449,48,69.0206,ifn alpha,.,.
449,17,17_rep449,0,.,ifn alpha,1,3000
449,17,17_rep449,2,.,ifn alpha,1,3000
449,17,17_rep449,6,.,ifn alpha,1,3000
449,17,17_rep449,12,.,ifn alpha,1,3000
449,17,17_rep449,24,.,ifn alpha,1,3000
449,17,17_rep449,36,.,ifn alpha,1,3000
449,17,17_rep449,48,.,ifn alpha,1,3000
450,17,17_rep450,0,102.684,ifn alpha,.,.
450,17,17_rep450,2,97.8947,ifn alpha,.,.
450,17,17_rep450,6,100.391,ifn alpha,.,.
450,17,17_rep450,12,88.5936,ifn alpha,.,.
450,17,17_rep450,24,86.8463,ifn alpha,.,.
450,17,17_rep450,36,76.0214,ifn alpha,.,.
450,17,17_rep450,48,67.1035,ifn alpha,.,.
450,17,17_rep450,0,.,ifn alpha,1,3000
450,17,17_rep450,2,.,ifn alpha,1,3000
450,17,17_rep450,6,.,ifn alpha,1,3000
450,17,17_rep450,12,.,ifn alpha,1,3000
450,17,17_rep450,24,.,ifn alpha,1,3000
450,17,17_rep450,36,.,ifn alpha,1,3000
450,17,17_rep450,48,.,ifn alpha,1,3000
451,17,17_rep451,0,104.437,ifn alpha,.,.
451,17,17_rep451,2,94.0963,ifn alpha,.,.
451,17,17_rep451,6,93.215,ifn alpha,.,.
451,17,17_rep451,12,93.7359,ifn alpha,.,.
451,17,17_rep451,24,79.4539,ifn alpha,.,.
451,17,17_rep451,36,78.4155,ifn alpha,.,.
451,17,17_rep451,48,67.0845,ifn alpha,.,.
451,17,17_rep451,0,.,ifn alpha,1,3000
451,17,17_rep451,2,.,ifn alpha,1,3000
451,17,17_rep451,6,.,ifn alpha,1,3000
451,17,17_rep451,12,.,ifn alpha,1,3000
451,17,17_rep451,24,.,ifn alpha,1,3000
451,17,17_rep451,36,.,ifn alpha,1,3000
451,17,17_rep451,48,.,ifn alpha,1,3000
452,17,17_rep452,0,98.9722,ifn alpha,.,.
452,17,17_rep452,2,104.579,ifn alpha,.,.
452,17,17_rep452,6,92.2763,ifn alpha,.,.
452,17,17_rep452,12,90.197,ifn alpha,.,.
452,17,17_rep452,24,84.9385,ifn alpha,.,.
452,17,17_rep452,36,77.9074,ifn alpha,.,.
452,17,17_rep452,48,69.0635,ifn alpha,.,.
452,17,17_rep452,0,.,ifn alpha,1,3000
452,17,17_rep452,2,.,ifn alpha,1,3000
452,17,17_rep452,6,.,ifn alpha,1,3000
452,17,17_rep452,12,.,ifn alpha,1,3000
452,17,17_rep452,24,.,ifn alpha,1,3000
452,17,17_rep452,36,.,ifn alpha,1,3000
452,17,17_rep452,48,.,ifn alpha,1,3000
453,17,17_rep453,0,102.519,ifn alpha,.,.
453,17,17_rep453,2,102.541,ifn alpha,.,.
453,17,17_rep453,6,95.2772,ifn alpha,.,.
453,17,17_rep453,12,91.2852,ifn alpha,.,.
453,17,17_rep453,24,80.3857,ifn alpha,.,.
453,17,17_rep453,36,75.1176,ifn alpha,.,.
453,17,17_rep453,48,66.7968,ifn alpha,.,.
453,17,17_rep453,0,.,ifn alpha,1,3000
453,17,17_rep453,2,.,ifn alpha,1,3000
453,17,17_rep453,6,.,ifn alpha,1,3000
453,17,17_rep453,12,.,ifn alpha,1,3000
453,17,17_rep453,24,.,ifn alpha,1,3000
453,17,17_rep453,36,.,ifn alpha,1,3000
453,17,17_rep453,48,.,ifn alpha,1,3000
454,17,17_rep454,0,101.545,ifn alpha,.,.
454,17,17_rep454,2,98.0716,ifn alpha,.,.
454,17,17_rep454,6,98.152,ifn alpha,.,.
454,17,17_rep454,12,94.0251,ifn alpha,.,.
454,17,17_rep454,24,85.9164,ifn alpha,.,.
454,17,17_rep454,36,74.6916,ifn alpha,.,.
454,17,17_rep454,48,75.3693,ifn alpha,.,.
454,17,17_rep454,0,.,ifn alpha,1,3000
454,17,17_rep454,2,.,ifn alpha,1,3000
454,17,17_rep454,6,.,ifn alpha,1,3000
454,17,17_rep454,12,.,ifn alpha,1,3000
454,17,17_rep454,24,.,ifn alpha,1,3000
454,17,17_rep454,36,.,ifn alpha,1,3000
454,17,17_rep454,48,.,ifn alpha,1,3000
455,17,17_rep455,0,100.352,ifn alpha,.,.
455,17,17_rep455,2,96.9817,ifn alpha,.,.
455,17,17_rep455,6,98.3658,ifn alpha,.,.
455,17,17_rep455,12,93.8622,ifn alpha,.,.
455,17,17_rep455,24,86.6786,ifn alpha,.,.
455,17,17_rep455,36,75.3856,ifn alpha,.,.
455,17,17_rep455,48,70.5969,ifn alpha,.,.
455,17,17_rep455,0,.,ifn alpha,1,3000
455,17,17_rep455,2,.,ifn alpha,1,3000
455,17,17_rep455,6,.,ifn alpha,1,3000
455,17,17_rep455,12,.,ifn alpha,1,3000
455,17,17_rep455,24,.,ifn alpha,1,3000
455,17,17_rep455,36,.,ifn alpha,1,3000
455,17,17_rep455,48,.,ifn alpha,1,3000
456,17,17_rep456,0,96.0697,ifn alpha,.,.
456,17,17_rep456,2,99.9037,ifn alpha,.,.
456,17,17_rep456,6,98.4332,ifn alpha,.,.
456,17,17_rep456,12,85.6348,ifn alpha,.,.
456,17,17_rep456,24,84.0923,ifn alpha,.,.
456,17,17_rep456,36,74.2152,ifn alpha,.,.
456,17,17_rep456,48,74.7461,ifn alpha,.,.
456,17,17_rep456,0,.,ifn alpha,1,3000
456,17,17_rep456,2,.,ifn alpha,1,3000
456,17,17_rep456,6,.,ifn alpha,1,3000
456,17,17_rep456,12,.,ifn alpha,1,3000
456,17,17_rep456,24,.,ifn alpha,1,3000
456,17,17_rep456,36,.,ifn alpha,1,3000
456,17,17_rep456,48,.,ifn alpha,1,3000
457,17,17_rep457,0,95.7686,ifn alpha,.,.
457,17,17_rep457,2,95.217,ifn alpha,.,.
457,17,17_rep457,6,94.1657,ifn alpha,.,.
457,17,17_rep457,12,94.0313,ifn alpha,.,.
457,17,17_rep457,24,77.3275,ifn alpha,.,.
457,17,17_rep457,36,83.9046,ifn alpha,.,.
457,17,17_rep457,48,70.8218,ifn alpha,.,.
457,17,17_rep457,0,.,ifn alpha,1,3000
457,17,17_rep457,2,.,ifn alpha,1,3000
457,17,17_rep457,6,.,ifn alpha,1,3000
457,17,17_rep457,12,.,ifn alpha,1,3000
457,17,17_rep457,24,.,ifn alpha,1,3000
457,17,17_rep457,36,.,ifn alpha,1,3000
457,17,17_rep457,48,.,ifn alpha,1,3000
458,17,17_rep458,0,99.1468,ifn alpha,.,.
458,17,17_rep458,2,102.692,ifn alpha,.,.
458,17,17_rep458,6,98.9554,ifn alpha,.,.
458,17,17_rep458,12,91.3377,ifn alpha,.,.
458,17,17_rep458,24,83.6362,ifn alpha,.,.
458,17,17_rep458,36,80.7696,ifn alpha,.,.
458,17,17_rep458,48,69.6155,ifn alpha,.,.
458,17,17_rep458,0,.,ifn alpha,1,3000
458,17,17_rep458,2,.,ifn alpha,1,3000
458,17,17_rep458,6,.,ifn alpha,1,3000
458,17,17_rep458,12,.,ifn alpha,1,3000
458,17,17_rep458,24,.,ifn alpha,1,3000
458,17,17_rep458,36,.,ifn alpha,1,3000
458,17,17_rep458,48,.,ifn alpha,1,3000
459,17,17_rep459,0,101.629,ifn alpha,.,.
459,17,17_rep459,2,96.9541,ifn alpha,.,.
459,17,17_rep459,6,94.8769,ifn alpha,.,.
459,17,17_rep459,12,97.431,ifn alpha,.,.
459,17,17_rep459,24,83.1505,ifn alpha,.,.
459,17,17_rep459,36,75.396,ifn alpha,.,.
459,17,17_rep459,48,72.5962,ifn alpha,.,.
459,17,17_rep459,0,.,ifn alpha,1,3000
459,17,17_rep459,2,.,ifn alpha,1,3000
459,17,17_rep459,6,.,ifn alpha,1,3000
459,17,17_rep459,12,.,ifn alpha,1,3000
459,17,17_rep459,24,.,ifn alpha,1,3000
459,17,17_rep459,36,.,ifn alpha,1,3000
459,17,17_rep459,48,.,ifn alpha,1,3000
460,17,17_rep460,0,99.534,ifn alpha,.,.
460,17,17_rep460,2,92.8116,ifn alpha,.,.
460,17,17_rep460,6,96.9776,ifn alpha,.,.
460,17,17_rep460,12,96.9304,ifn alpha,.,.
460,17,17_rep460,24,83.1627,ifn alpha,.,.
460,17,17_rep460,36,75.2038,ifn alpha,.,.
460,17,17_rep460,48,67.1786,ifn alpha,.,.
460,17,17_rep460,0,.,ifn alpha,1,3000
460,17,17_rep460,2,.,ifn alpha,1,3000
460,17,17_rep460,6,.,ifn alpha,1,3000
460,17,17_rep460,12,.,ifn alpha,1,3000
460,17,17_rep460,24,.,ifn alpha,1,3000
460,17,17_rep460,36,.,ifn alpha,1,3000
460,17,17_rep460,48,.,ifn alpha,1,3000
461,17,17_rep461,0,102.674,ifn alpha,.,.
461,17,17_rep461,2,96.2726,ifn alpha,.,.
461,17,17_rep461,6,92.3799,ifn alpha,.,.
461,17,17_rep461,12,90.4534,ifn alpha,.,.
461,17,17_rep461,24,82.3197,ifn alpha,.,.
461,17,17_rep461,36,78.2414,ifn alpha,.,.
461,17,17_rep461,48,67.9193,ifn alpha,.,.
461,17,17_rep461,0,.,ifn alpha,1,3000
461,17,17_rep461,2,.,ifn alpha,1,3000
461,17,17_rep461,6,.,ifn alpha,1,3000
461,17,17_rep461,12,.,ifn alpha,1,3000
461,17,17_rep461,24,.,ifn alpha,1,3000
461,17,17_rep461,36,.,ifn alpha,1,3000
461,17,17_rep461,48,.,ifn alpha,1,3000
462,17,17_rep462,0,102.644,ifn alpha,.,.
462,17,17_rep462,2,106.324,ifn alpha,.,.
462,17,17_rep462,6,95.4904,ifn alpha,.,.
462,17,17_rep462,12,94.6709,ifn alpha,.,.
462,17,17_rep462,24,77.2414,ifn alpha,.,.
462,17,17_rep462,36,79.1122,ifn alpha,.,.
462,17,17_rep462,48,70.7673,ifn alpha,.,.
462,17,17_rep462,0,.,ifn alpha,1,3000
462,17,17_rep462,2,.,ifn alpha,1,3000
462,17,17_rep462,6,.,ifn alpha,1,3000
462,17,17_rep462,12,.,ifn alpha,1,3000
462,17,17_rep462,24,.,ifn alpha,1,3000
462,17,17_rep462,36,.,ifn alpha,1,3000
462,17,17_rep462,48,.,ifn alpha,1,3000
463,17,17_rep463,0,106.255,ifn alpha,.,.
463,17,17_rep463,2,101.143,ifn alpha,.,.
463,17,17_rep463,6,86.7084,ifn alpha,.,.
463,17,17_rep463,12,89.3384,ifn alpha,.,.
463,17,17_rep463,24,78.3596,ifn alpha,.,.
463,17,17_rep463,36,78.794,ifn alpha,.,.
463,17,17_rep463,48,65.0584,ifn alpha,.,.
463,17,17_rep463,0,.,ifn alpha,1,3000
463,17,17_rep463,2,.,ifn alpha,1,3000
463,17,17_rep463,6,.,ifn alpha,1,3000
463,17,17_rep463,12,.,ifn alpha,1,3000
463,17,17_rep463,24,.,ifn alpha,1,3000
463,17,17_rep463,36,.,ifn alpha,1,3000
463,17,17_rep463,48,.,ifn alpha,1,3000
464,17,17_rep464,0,96.6767,ifn alpha,.,.
464,17,17_rep464,2,97.4014,ifn alpha,.,.
464,17,17_rep464,6,99.3594,ifn alpha,.,.
464,17,17_rep464,12,95.3209,ifn alpha,.,.
464,17,17_rep464,24,82.9096,ifn alpha,.,.
464,17,17_rep464,36,77.7708,ifn alpha,.,.
464,17,17_rep464,48,68.1358,ifn alpha,.,.
464,17,17_rep464,0,.,ifn alpha,1,3000
464,17,17_rep464,2,.,ifn alpha,1,3000
464,17,17_rep464,6,.,ifn alpha,1,3000
464,17,17_rep464,12,.,ifn alpha,1,3000
464,17,17_rep464,24,.,ifn alpha,1,3000
464,17,17_rep464,36,.,ifn alpha,1,3000
464,17,17_rep464,48,.,ifn alpha,1,3000
465,17,17_rep465,0,100.439,ifn alpha,.,.
465,17,17_rep465,2,94.3338,ifn alpha,.,.
465,17,17_rep465,6,94.6697,ifn alpha,.,.
465,17,17_rep465,12,92.4989,ifn alpha,.,.
465,17,17_rep465,24,83.0931,ifn alpha,.,.
465,17,17_rep465,36,75.1216,ifn alpha,.,.
465,17,17_rep465,48,73.9234,ifn alpha,.,.
465,17,17_rep465,0,.,ifn alpha,1,3000
465,17,17_rep465,2,.,ifn alpha,1,3000
465,17,17_rep465,6,.,ifn alpha,1,3000
465,17,17_rep465,12,.,ifn alpha,1,3000
465,17,17_rep465,24,.,ifn alpha,1,3000
465,17,17_rep465,36,.,ifn alpha,1,3000
465,17,17_rep465,48,.,ifn alpha,1,3000
466,17,17_rep466,0,101.244,ifn alpha,.,.
466,17,17_rep466,2,94.2188,ifn alpha,.,.
466,17,17_rep466,6,99.9054,ifn alpha,.,.
466,17,17_rep466,12,93.3088,ifn alpha,.,.
466,17,17_rep466,24,83.2469,ifn alpha,.,.
466,17,17_rep466,36,72.9013,ifn alpha,.,.
466,17,17_rep466,48,66.0225,ifn alpha,.,.
466,17,17_rep466,0,.,ifn alpha,1,3000
466,17,17_rep466,2,.,ifn alpha,1,3000
466,17,17_rep466,6,.,ifn alpha,1,3000
466,17,17_rep466,12,.,ifn alpha,1,3000
466,17,17_rep466,24,.,ifn alpha,1,3000
466,17,17_rep466,36,.,ifn alpha,1,3000
466,17,17_rep466,48,.,ifn alpha,1,3000
467,17,17_rep467,0,101.736,ifn alpha,.,.
467,17,17_rep467,2,95.6206,ifn alpha,.,.
467,17,17_rep467,6,104.488,ifn alpha,.,.
467,17,17_rep467,12,95.5622,ifn alpha,.,.
467,17,17_rep467,24,85.3016,ifn alpha,.,.
467,17,17_rep467,36,67.6653,ifn alpha,.,.
467,17,17_rep467,48,69.5763,ifn alpha,.,.
467,17,17_rep467,0,.,ifn alpha,1,3000
467,17,17_rep467,2,.,ifn alpha,1,3000
467,17,17_rep467,6,.,ifn alpha,1,3000
467,17,17_rep467,12,.,ifn alpha,1,3000
467,17,17_rep467,24,.,ifn alpha,1,3000
467,17,17_rep467,36,.,ifn alpha,1,3000
467,17,17_rep467,48,.,ifn alpha,1,3000
468,17,17_rep468,0,106.158,ifn alpha,.,.
468,17,17_rep468,2,96.9347,ifn alpha,.,.
468,17,17_rep468,6,97.9359,ifn alpha,.,.
468,17,17_rep468,12,91.3414,ifn alpha,.,.
468,17,17_rep468,24,86.3381,ifn alpha,.,.
468,17,17_rep468,36,77.5294,ifn alpha,.,.
468,17,17_rep468,48,66.6193,ifn alpha,.,.
468,17,17_rep468,0,.,ifn alpha,1,3000
468,17,17_rep468,2,.,ifn alpha,1,3000
468,17,17_rep468,6,.,ifn alpha,1,3000
468,17,17_rep468,12,.,ifn alpha,1,3000
468,17,17_rep468,24,.,ifn alpha,1,3000
468,17,17_rep468,36,.,ifn alpha,1,3000
468,17,17_rep468,48,.,ifn alpha,1,3000
469,17,17_rep469,0,98.4051,ifn alpha,.,.
469,17,17_rep469,2,96.0406,ifn alpha,.,.
469,17,17_rep469,6,90.3049,ifn alpha,.,.
469,17,17_rep469,12,91.7329,ifn alpha,.,.
469,17,17_rep469,24,75.8851,ifn alpha,.,.
469,17,17_rep469,36,80.5238,ifn alpha,.,.
469,17,17_rep469,48,65.4346,ifn alpha,.,.
469,17,17_rep469,0,.,ifn alpha,1,3000
469,17,17_rep469,2,.,ifn alpha,1,3000
469,17,17_rep469,6,.,ifn alpha,1,3000
469,17,17_rep469,12,.,ifn alpha,1,3000
469,17,17_rep469,24,.,ifn alpha,1,3000
469,17,17_rep469,36,.,ifn alpha,1,3000
469,17,17_rep469,48,.,ifn alpha,1,3000
470,17,17_rep470,0,103.099,ifn alpha,.,.
470,17,17_rep470,2,98.8323,ifn alpha,.,.
470,17,17_rep470,6,92.3494,ifn alpha,.,.
470,17,17_rep470,12,92.9928,ifn alpha,.,.
470,17,17_rep470,24,77.2345,ifn alpha,.,.
470,17,17_rep470,36,73.9714,ifn alpha,.,.
470,17,17_rep470,48,69.5986,ifn alpha,.,.
470,17,17_rep470,0,.,ifn alpha,1,3000
470,17,17_rep470,2,.,ifn alpha,1,3000
470,17,17_rep470,6,.,ifn alpha,1,3000
470,17,17_rep470,12,.,ifn alpha,1,3000
470,17,17_rep470,24,.,ifn alpha,1,3000
470,17,17_rep470,36,.,ifn alpha,1,3000
470,17,17_rep470,48,.,ifn alpha,1,3000
471,17,17_rep471,0,95.0798,ifn alpha,.,.
471,17,17_rep471,2,96.494,ifn alpha,.,.
471,17,17_rep471,6,92.2914,ifn alpha,.,.
471,17,17_rep471,12,92.6484,ifn alpha,.,.
471,17,17_rep471,24,84.1241,ifn alpha,.,.
471,17,17_rep471,36,75.8366,ifn alpha,.,.
471,17,17_rep471,48,70.6214,ifn alpha,.,.
471,17,17_rep471,0,.,ifn alpha,1,3000
471,17,17_rep471,2,.,ifn alpha,1,3000
471,17,17_rep471,6,.,ifn alpha,1,3000
471,17,17_rep471,12,.,ifn alpha,1,3000
471,17,17_rep471,24,.,ifn alpha,1,3000
471,17,17_rep471,36,.,ifn alpha,1,3000
471,17,17_rep471,48,.,ifn alpha,1,3000
472,17,17_rep472,0,100.885,ifn alpha,.,.
472,17,17_rep472,2,102.876,ifn alpha,.,.
472,17,17_rep472,6,91.5943,ifn alpha,.,.
472,17,17_rep472,12,93.1363,ifn alpha,.,.
472,17,17_rep472,24,83.9134,ifn alpha,.,.
472,17,17_rep472,36,82,ifn alpha,.,.
472,17,17_rep472,48,60.3355,ifn alpha,.,.
472,17,17_rep472,0,.,ifn alpha,1,3000
472,17,17_rep472,2,.,ifn alpha,1,3000
472,17,17_rep472,6,.,ifn alpha,1,3000
472,17,17_rep472,12,.,ifn alpha,1,3000
472,17,17_rep472,24,.,ifn alpha,1,3000
472,17,17_rep472,36,.,ifn alpha,1,3000
472,17,17_rep472,48,.,ifn alpha,1,3000
473,17,17_rep473,0,100.867,ifn alpha,.,.
473,17,17_rep473,2,102.929,ifn alpha,.,.
473,17,17_rep473,6,93.8464,ifn alpha,.,.
473,17,17_rep473,12,87.3412,ifn alpha,.,.
473,17,17_rep473,24,85.4422,ifn alpha,.,.
473,17,17_rep473,36,77.9484,ifn alpha,.,.
473,17,17_rep473,48,69.3008,ifn alpha,.,.
473,17,17_rep473,0,.,ifn alpha,1,3000
473,17,17_rep473,2,.,ifn alpha,1,3000
473,17,17_rep473,6,.,ifn alpha,1,3000
473,17,17_rep473,12,.,ifn alpha,1,3000
473,17,17_rep473,24,.,ifn alpha,1,3000
473,17,17_rep473,36,.,ifn alpha,1,3000
473,17,17_rep473,48,.,ifn alpha,1,3000
474,17,17_rep474,0,100.651,ifn alpha,.,.
474,17,17_rep474,2,109.311,ifn alpha,.,.
474,17,17_rep474,6,103.488,ifn alpha,.,.
474,17,17_rep474,12,90.7635,ifn alpha,.,.
474,17,17_rep474,24,84.3196,ifn alpha,.,.
474,17,17_rep474,36,68.7355,ifn alpha,.,.
474,17,17_rep474,48,70.0922,ifn alpha,.,.
474,17,17_rep474,0,.,ifn alpha,1,3000
474,17,17_rep474,2,.,ifn alpha,1,3000
474,17,17_rep474,6,.,ifn alpha,1,3000
474,17,17_rep474,12,.,ifn alpha,1,3000
474,17,17_rep474,24,.,ifn alpha,1,3000
474,17,17_rep474,36,.,ifn alpha,1,3000
474,17,17_rep474,48,.,ifn alpha,1,3000
475,17,17_rep475,0,99.2071,ifn alpha,.,.
475,17,17_rep475,2,99.4804,ifn alpha,.,.
475,17,17_rep475,6,97.0802,ifn alpha,.,.
475,17,17_rep475,12,90.5277,ifn alpha,.,.
475,17,17_rep475,24,82.7545,ifn alpha,.,.
475,17,17_rep475,36,80.1831,ifn alpha,.,.
475,17,17_rep475,48,72.5172,ifn alpha,.,.
475,17,17_rep475,0,.,ifn alpha,1,3000
475,17,17_rep475,2,.,ifn alpha,1,3000
475,17,17_rep475,6,.,ifn alpha,1,3000
475,17,17_rep475,12,.,ifn alpha,1,3000
475,17,17_rep475,24,.,ifn alpha,1,3000
475,17,17_rep475,36,.,ifn alpha,1,3000
475,17,17_rep475,48,.,ifn alpha,1,3000
476,17,17_rep476,0,92.7842,ifn alpha,.,.
476,17,17_rep476,2,105.444,ifn alpha,.,.
476,17,17_rep476,6,89.6103,ifn alpha,.,.
476,17,17_rep476,12,88.501,ifn alpha,.,.
476,17,17_rep476,24,84.3226,ifn alpha,.,.
476,17,17_rep476,36,73.4158,ifn alpha,.,.
476,17,17_rep476,48,71.5006,ifn alpha,.,.
476,17,17_rep476,0,.,ifn alpha,1,3000
476,17,17_rep476,2,.,ifn alpha,1,3000
476,17,17_rep476,6,.,ifn alpha,1,3000
476,17,17_rep476,12,.,ifn alpha,1,3000
476,17,17_rep476,24,.,ifn alpha,1,3000
476,17,17_rep476,36,.,ifn alpha,1,3000
476,17,17_rep476,48,.,ifn alpha,1,3000
477,17,17_rep477,0,105.544,ifn alpha,.,.
477,17,17_rep477,2,98.3099,ifn alpha,.,.
477,17,17_rep477,6,95.6081,ifn alpha,.,.
477,17,17_rep477,12,87.7491,ifn alpha,.,.
477,17,17_rep477,24,83.6152,ifn alpha,.,.
477,17,17_rep477,36,76.7176,ifn alpha,.,.
477,17,17_rep477,48,71.9979,ifn alpha,.,.
477,17,17_rep477,0,.,ifn alpha,1,3000
477,17,17_rep477,2,.,ifn alpha,1,3000
477,17,17_rep477,6,.,ifn alpha,1,3000
477,17,17_rep477,12,.,ifn alpha,1,3000
477,17,17_rep477,24,.,ifn alpha,1,3000
477,17,17_rep477,36,.,ifn alpha,1,3000
477,17,17_rep477,48,.,ifn alpha,1,3000
478,17,17_rep478,0,100.299,ifn alpha,.,.
478,17,17_rep478,2,99.8816,ifn alpha,.,.
478,17,17_rep478,6,97.066,ifn alpha,.,.
478,17,17_rep478,12,95.5749,ifn alpha,.,.
478,17,17_rep478,24,83.6247,ifn alpha,.,.
478,17,17_rep478,36,78.9817,ifn alpha,.,.
478,17,17_rep478,48,65.7138,ifn alpha,.,.
478,17,17_rep478,0,.,ifn alpha,1,3000
478,17,17_rep478,2,.,ifn alpha,1,3000
478,17,17_rep478,6,.,ifn alpha,1,3000
478,17,17_rep478,12,.,ifn alpha,1,3000
