rep,ID,uid,TIME,y1,ARMTYPE,CMT,IFN
1,1,1_rep1,0,100.742,ifn alpha,.,.
1,1,1_rep1,24,66.9079,ifn alpha,.,.
1,1,1_rep1,0,.,ifn alpha,1,100
1,1,1_rep1,24,.,ifn alpha,1,100
2,1,1_rep2,0,98.9044,ifn alpha,.,.
2,1,1_rep2,24,69.0555,ifn alpha,.,.
2,1,1_rep2,0,.,ifn alpha,1,100
2,1,1_rep2,24,.,ifn alpha,1,100
3,1,1_rep3,0,101.295,ifn alpha,.,.
3,1,1_rep3,24,75.4589,ifn alpha,.,.
3,1,1_rep3,0,.,ifn alpha,1,100
3,1,1_rep3,24,.,ifn alpha,1,100
4,1,1_rep4,0,99.445,ifn alpha,.,.
4,1,1_rep4,24,63.6309,ifn alpha,.,.
4,1,1_rep4,0,.,ifn alpha,1,100
4,1,1_rep4,24,.,ifn alpha,1,100
5,1,1_rep5,0,98.3469,ifn alpha,.,.
5,1,1_rep5,24,69.056,ifn alpha,.,.
5,1,1_rep5,0,.,ifn alpha,1,100
5,1,1_rep5,24,.,ifn alpha,1,100
6,1,1_rep6,0,94.768,ifn alpha,.,.
6,1,1_rep6,24,74.851,ifn alpha,.,.
6,1,1_rep6,0,.,ifn alpha,1,100
6,1,1_rep6,24,.,ifn alpha,1,100
7,1,1_rep7,0,103.328,ifn alpha,.,.
7,1,1_rep7,24,70.503,ifn alpha,.,.
7,1,1_rep7,0,.,ifn alpha,1,100
7,1,1_rep7,24,.,ifn alpha,1,100
8,1,1_rep8,0,104.761,ifn alpha,.,.
8,1,1_rep8,24,66.8073,ifn alpha,.,.
8,1,1_rep8,0,.,ifn alpha,1,100
8,1,1_rep8,24,.,ifn alpha,1,100
9,1,1_rep9,0,100.779,ifn alpha,.,.
9,1,1_rep9,24,69.022,ifn alpha,.,.
9,1,1_rep9,0,.,ifn alpha,1,100
9,1,1_rep9,24,.,ifn alpha,1,100
10,1,1_rep10,0,103.716,ifn alpha,.,.
10,1,1_rep10,24,74.3734,ifn alpha,.,.
10,1,1_rep10,0,.,ifn alpha,1,100
10,1,1_rep10,24,.,ifn alpha,1,100
11,1,1_rep11,0,94.8069,ifn alpha,.,.
11,1,1_rep11,24,72.3977,ifn alpha,.,.
11,1,1_rep11,0,.,ifn alpha,1,100
11,1,1_rep11,24,.,ifn alpha,1,100
12,1,1_rep12,0,93.5693,ifn alpha,.,.
12,1,1_rep12,24,71.8791,ifn alpha,.,.
12,1,1_rep12,0,.,ifn alpha,1,100
12,1,1_rep12,24,.,ifn alpha,1,100
13,1,1_rep13,0,102.559,ifn alpha,.,.
13,1,1_rep13,24,71.9144,ifn alpha,.,.
13,1,1_rep13,0,.,ifn alpha,1,100
13,1,1_rep13,24,.,ifn alpha,1,100
14,1,1_rep14,0,97.2289,ifn alpha,.,.
14,1,1_rep14,24,71.2441,ifn alpha,.,.
14,1,1_rep14,0,.,ifn alpha,1,100
14,1,1_rep14,24,.,ifn alpha,1,100
15,1,1_rep15,0,102.142,ifn alpha,.,.
15,1,1_rep15,24,71.6566,ifn alpha,.,.
15,1,1_rep15,0,.,ifn alpha,1,100
15,1,1_rep15,24,.,ifn alpha,1,100
16,1,1_rep16,0,101.043,ifn alpha,.,.
16,1,1_rep16,24,71.9606,ifn alpha,.,.
16,1,1_rep16,0,.,ifn alpha,1,100
16,1,1_rep16,24,.,ifn alpha,1,100
17,1,1_rep17,0,103.471,ifn alpha,.,.
17,1,1_rep17,24,68.8882,ifn alpha,.,.
17,1,1_rep17,0,.,ifn alpha,1,100
17,1,1_rep17,24,.,ifn alpha,1,100
18,1,1_rep18,0,98.1133,ifn alpha,.,.
18,1,1_rep18,24,78.5199,ifn alpha,.,.
18,1,1_rep18,0,.,ifn alpha,1,100
18,1,1_rep18,24,.,ifn alpha,1,100
19,1,1_rep19,0,98.2192,ifn alpha,.,.
19,1,1_rep19,24,65.258,ifn alpha,.,.
19,1,1_rep19,0,.,ifn alpha,1,100
19,1,1_rep19,24,.,ifn alpha,1,100
20,1,1_rep20,0,97.0763,ifn alpha,.,.
20,1,1_rep20,24,70.4122,ifn alpha,.,.
20,1,1_rep20,0,.,ifn alpha,1,100
20,1,1_rep20,24,.,ifn alpha,1,100
21,1,1_rep21,0,97.369,ifn alpha,.,.
21,1,1_rep21,24,77.2819,ifn alpha,.,.
21,1,1_rep21,0,.,ifn alpha,1,100
21,1,1_rep21,24,.,ifn alpha,1,100
22,1,1_rep22,0,100.19,ifn alpha,.,.
22,1,1_rep22,24,73.0048,ifn alpha,.,.
22,1,1_rep22,0,.,ifn alpha,1,100
22,1,1_rep22,24,.,ifn alpha,1,100
23,1,1_rep23,0,99.2708,ifn alpha,.,.
23,1,1_rep23,24,69.0952,ifn alpha,.,.
23,1,1_rep23,0,.,ifn alpha,1,100
23,1,1_rep23,24,.,ifn alpha,1,100
24,1,1_rep24,0,99.7956,ifn alpha,.,.
24,1,1_rep24,24,73.0937,ifn alpha,.,.
24,1,1_rep24,0,.,ifn alpha,1,100
24,1,1_rep24,24,.,ifn alpha,1,100
25,1,1_rep25,0,99.2413,ifn alpha,.,.
25,1,1_rep25,24,68.6762,ifn alpha,.,.
25,1,1_rep25,0,.,ifn alpha,1,100
25,1,1_rep25,24,.,ifn alpha,1,100
26,1,1_rep26,0,102.455,ifn alpha,.,.
26,1,1_rep26,24,66.4277,ifn alpha,.,.
26,1,1_rep26,0,.,ifn alpha,1,100
26,1,1_rep26,24,.,ifn alpha,1,100
27,1,1_rep27,0,103.49,ifn alpha,.,.
27,1,1_rep27,24,71.4519,ifn alpha,.,.
27,1,1_rep27,0,.,ifn alpha,1,100
27,1,1_rep27,24,.,ifn alpha,1,100
28,1,1_rep28,0,97.9753,ifn alpha,.,.
28,1,1_rep28,24,65.6597,ifn alpha,.,.
28,1,1_rep28,0,.,ifn alpha,1,100
28,1,1_rep28,24,.,ifn alpha,1,100
29,1,1_rep29,0,97.7819,ifn alpha,.,.
29,1,1_rep29,24,71.4257,ifn alpha,.,.
29,1,1_rep29,0,.,ifn alpha,1,100
29,1,1_rep29,24,.,ifn alpha,1,100
30,1,1_rep30,0,103.508,ifn alpha,.,.
30,1,1_rep30,24,73.4781,ifn alpha,.,.
30,1,1_rep30,0,.,ifn alpha,1,100
30,1,1_rep30,24,.,ifn alpha,1,100
31,1,1_rep31,0,103.045,ifn alpha,.,.
31,1,1_rep31,24,74.8206,ifn alpha,.,.
31,1,1_rep31,0,.,ifn alpha,1,100
31,1,1_rep31,24,.,ifn alpha,1,100
32,1,1_rep32,0,97.4058,ifn alpha,.,.
32,1,1_rep32,24,73.6524,ifn alpha,.,.
32,1,1_rep32,0,.,ifn alpha,1,100
32,1,1_rep32,24,.,ifn alpha,1,100
33,1,1_rep33,0,99.0035,ifn alpha,.,.
33,1,1_rep33,24,67.3232,ifn alpha,.,.
33,1,1_rep33,0,.,ifn alpha,1,100
33,1,1_rep33,24,.,ifn alpha,1,100
34,1,1_rep34,0,99.7926,ifn alpha,.,.
34,1,1_rep34,24,71.8168,ifn alpha,.,.
34,1,1_rep34,0,.,ifn alpha,1,100
34,1,1_rep34,24,.,ifn alpha,1,100
35,1,1_rep35,0,104.841,ifn alpha,.,.
35,1,1_rep35,24,74.1037,ifn alpha,.,.
35,1,1_rep35,0,.,ifn alpha,1,100
35,1,1_rep35,24,.,ifn alpha,1,100
36,1,1_rep36,0,103.195,ifn alpha,.,.
36,1,1_rep36,24,77.2734,ifn alpha,.,.
36,1,1_rep36,0,.,ifn alpha,1,100
36,1,1_rep36,24,.,ifn alpha,1,100
37,1,1_rep37,0,101.247,ifn alpha,.,.
37,1,1_rep37,24,71.5608,ifn alpha,.,.
37,1,1_rep37,0,.,ifn alpha,1,100
37,1,1_rep37,24,.,ifn alpha,1,100
38,1,1_rep38,0,99.092,ifn alpha,.,.
38,1,1_rep38,24,67.6569,ifn alpha,.,.
38,1,1_rep38,0,.,ifn alpha,1,100
38,1,1_rep38,24,.,ifn alpha,1,100
39,1,1_rep39,0,101.52,ifn alpha,.,.
39,1,1_rep39,24,63.1756,ifn alpha,.,.
39,1,1_rep39,0,.,ifn alpha,1,100
39,1,1_rep39,24,.,ifn alpha,1,100
40,1,1_rep40,0,102.232,ifn alpha,.,.
40,1,1_rep40,24,69.9922,ifn alpha,.,.
40,1,1_rep40,0,.,ifn alpha,1,100
40,1,1_rep40,24,.,ifn alpha,1,100
41,1,1_rep41,0,98.4053,ifn alpha,.,.
41,1,1_rep41,24,74.426,ifn alpha,.,.
41,1,1_rep41,0,.,ifn alpha,1,100
41,1,1_rep41,24,.,ifn alpha,1,100
42,1,1_rep42,0,102.703,ifn alpha,.,.
42,1,1_rep42,24,72.7058,ifn alpha,.,.
42,1,1_rep42,0,.,ifn alpha,1,100
42,1,1_rep42,24,.,ifn alpha,1,100
43,1,1_rep43,0,105.508,ifn alpha,.,.
43,1,1_rep43,24,64.4482,ifn alpha,.,.
43,1,1_rep43,0,.,ifn alpha,1,100
43,1,1_rep43,24,.,ifn alpha,1,100
44,1,1_rep44,0,100.226,ifn alpha,.,.
44,1,1_rep44,24,73.1368,ifn alpha,.,.
44,1,1_rep44,0,.,ifn alpha,1,100
44,1,1_rep44,24,.,ifn alpha,1,100
45,1,1_rep45,0,100.34,ifn alpha,.,.
45,1,1_rep45,24,75.4251,ifn alpha,.,.
45,1,1_rep45,0,.,ifn alpha,1,100
45,1,1_rep45,24,.,ifn alpha,1,100
46,1,1_rep46,0,97.6747,ifn alpha,.,.
46,1,1_rep46,24,68.4687,ifn alpha,.,.
46,1,1_rep46,0,.,ifn alpha,1,100
46,1,1_rep46,24,.,ifn alpha,1,100
47,1,1_rep47,0,100.691,ifn alpha,.,.
47,1,1_rep47,24,64.5793,ifn alpha,.,.
47,1,1_rep47,0,.,ifn alpha,1,100
47,1,1_rep47,24,.,ifn alpha,1,100
48,1,1_rep48,0,99.1507,ifn alpha,.,.
48,1,1_rep48,24,71.3865,ifn alpha,.,.
48,1,1_rep48,0,.,ifn alpha,1,100
48,1,1_rep48,24,.,ifn alpha,1,100
49,1,1_rep49,0,101.823,ifn alpha,.,.
49,1,1_rep49,24,62.7834,ifn alpha,.,.
49,1,1_rep49,0,.,ifn alpha,1,100
49,1,1_rep49,24,.,ifn alpha,1,100
50,1,1_rep50,0,97.435,ifn alpha,.,.
50,1,1_rep50,24,73.0341,ifn alpha,.,.
50,1,1_rep50,0,.,ifn alpha,1,100
50,1,1_rep50,24,.,ifn alpha,1,100
51,1,1_rep51,0,100.617,ifn alpha,.,.
51,1,1_rep51,24,66.3359,ifn alpha,.,.
51,1,1_rep51,0,.,ifn alpha,1,100
51,1,1_rep51,24,.,ifn alpha,1,100
52,1,1_rep52,0,98.3904,ifn alpha,.,.
52,1,1_rep52,24,75.5462,ifn alpha,.,.
52,1,1_rep52,0,.,ifn alpha,1,100
52,1,1_rep52,24,.,ifn alpha,1,100
53,1,1_rep53,0,94.8641,ifn alpha,.,.
53,1,1_rep53,24,73.7333,ifn alpha,.,.
53,1,1_rep53,0,.,ifn alpha,1,100
53,1,1_rep53,24,.,ifn alpha,1,100
54,1,1_rep54,0,102.791,ifn alpha,.,.
54,1,1_rep54,24,66.8971,ifn alpha,.,.
54,1,1_rep54,0,.,ifn alpha,1,100
54,1,1_rep54,24,.,ifn alpha,1,100
55,1,1_rep55,0,100.322,ifn alpha,.,.
55,1,1_rep55,24,71.4357,ifn alpha,.,.
55,1,1_rep55,0,.,ifn alpha,1,100
55,1,1_rep55,24,.,ifn alpha,1,100
56,1,1_rep56,0,101.802,ifn alpha,.,.
56,1,1_rep56,24,72.6445,ifn alpha,.,.
56,1,1_rep56,0,.,ifn alpha,1,100
56,1,1_rep56,24,.,ifn alpha,1,100
57,1,1_rep57,0,99.6804,ifn alpha,.,.
57,1,1_rep57,24,67.452,ifn alpha,.,.
57,1,1_rep57,0,.,ifn alpha,1,100
57,1,1_rep57,24,.,ifn alpha,1,100
58,1,1_rep58,0,108.197,ifn alpha,.,.
58,1,1_rep58,24,64.6567,ifn alpha,.,.
58,1,1_rep58,0,.,ifn alpha,1,100
58,1,1_rep58,24,.,ifn alpha,1,100
59,1,1_rep59,0,99.9334,ifn alpha,.,.
59,1,1_rep59,24,72.9244,ifn alpha,.,.
59,1,1_rep59,0,.,ifn alpha,1,100
59,1,1_rep59,24,.,ifn alpha,1,100
60,1,1_rep60,0,106.589,ifn alpha,.,.
60,1,1_rep60,24,67.6151,ifn alpha,.,.
60,1,1_rep60,0,.,ifn alpha,1,100
60,1,1_rep60,24,.,ifn alpha,1,100
61,1,1_rep61,0,95.3927,ifn alpha,.,.
61,1,1_rep61,24,72.641,ifn alpha,.,.
61,1,1_rep61,0,.,ifn alpha,1,100
61,1,1_rep61,24,.,ifn alpha,1,100
62,1,1_rep62,0,96.786,ifn alpha,.,.
62,1,1_rep62,24,69.7781,ifn alpha,.,.
62,1,1_rep62,0,.,ifn alpha,1,100
62,1,1_rep62,24,.,ifn alpha,1,100
63,1,1_rep63,0,97.9386,ifn alpha,.,.
63,1,1_rep63,24,73.2924,ifn alpha,.,.
63,1,1_rep63,0,.,ifn alpha,1,100
63,1,1_rep63,24,.,ifn alpha,1,100
64,1,1_rep64,0,105.055,ifn alpha,.,.
64,1,1_rep64,24,70.9258,ifn alpha,.,.
64,1,1_rep64,0,.,ifn alpha,1,100
64,1,1_rep64,24,.,ifn alpha,1,100
65,1,1_rep65,0,98.2395,ifn alpha,.,.
65,1,1_rep65,24,69.5272,ifn alpha,.,.
65,1,1_rep65,0,.,ifn alpha,1,100
65,1,1_rep65,24,.,ifn alpha,1,100
66,1,1_rep66,0,95.6771,ifn alpha,.,.
66,1,1_rep66,24,67.5527,ifn alpha,.,.
66,1,1_rep66,0,.,ifn alpha,1,100
66,1,1_rep66,24,.,ifn alpha,1,100
67,1,1_rep67,0,95.7976,ifn alpha,.,.
67,1,1_rep67,24,70.5299,ifn alpha,.,.
67,1,1_rep67,0,.,ifn alpha,1,100
67,1,1_rep67,24,.,ifn alpha,1,100
68,1,1_rep68,0,100.055,ifn alpha,.,.
68,1,1_rep68,24,70.348,ifn alpha,.,.
68,1,1_rep68,0,.,ifn alpha,1,100
68,1,1_rep68,24,.,ifn alpha,1,100
69,1,1_rep69,0,101.56,ifn alpha,.,.
69,1,1_rep69,24,70.0714,ifn alpha,.,.
69,1,1_rep69,0,.,ifn alpha,1,100
69,1,1_rep69,24,.,ifn alpha,1,100
70,1,1_rep70,0,102.785,ifn alpha,.,.
70,1,1_rep70,24,67.5836,ifn alpha,.,.
70,1,1_rep70,0,.,ifn alpha,1,100
70,1,1_rep70,24,.,ifn alpha,1,100
71,1,1_rep71,0,105.7,ifn alpha,.,.
71,1,1_rep71,24,72.0559,ifn alpha,.,.
71,1,1_rep71,0,.,ifn alpha,1,100
71,1,1_rep71,24,.,ifn alpha,1,100
72,1,1_rep72,0,94.6927,ifn alpha,.,.
72,1,1_rep72,24,69.9717,ifn alpha,.,.
72,1,1_rep72,0,.,ifn alpha,1,100
72,1,1_rep72,24,.,ifn alpha,1,100
73,1,1_rep73,0,99.2093,ifn alpha,.,.
73,1,1_rep73,24,74.2173,ifn alpha,.,.
73,1,1_rep73,0,.,ifn alpha,1,100
73,1,1_rep73,24,.,ifn alpha,1,100
74,1,1_rep74,0,96.7865,ifn alpha,.,.
74,1,1_rep74,24,69.4204,ifn alpha,.,.
74,1,1_rep74,0,.,ifn alpha,1,100
74,1,1_rep74,24,.,ifn alpha,1,100
75,1,1_rep75,0,97.9456,ifn alpha,.,.
75,1,1_rep75,24,69.3387,ifn alpha,.,.
75,1,1_rep75,0,.,ifn alpha,1,100
75,1,1_rep75,24,.,ifn alpha,1,100
76,1,1_rep76,0,102.578,ifn alpha,.,.
76,1,1_rep76,24,66.63,ifn alpha,.,.
76,1,1_rep76,0,.,ifn alpha,1,100
76,1,1_rep76,24,.,ifn alpha,1,100
77,1,1_rep77,0,95.1687,ifn alpha,.,.
77,1,1_rep77,24,68.6407,ifn alpha,.,.
77,1,1_rep77,0,.,ifn alpha,1,100
77,1,1_rep77,24,.,ifn alpha,1,100
78,1,1_rep78,0,101.48,ifn alpha,.,.
78,1,1_rep78,24,60.1914,ifn alpha,.,.
78,1,1_rep78,0,.,ifn alpha,1,100
78,1,1_rep78,24,.,ifn alpha,1,100
79,1,1_rep79,0,94.5517,ifn alpha,.,.
79,1,1_rep79,24,70.9182,ifn alpha,.,.
79,1,1_rep79,0,.,ifn alpha,1,100
79,1,1_rep79,24,.,ifn alpha,1,100
80,1,1_rep80,0,103.763,ifn alpha,.,.
80,1,1_rep80,24,73.5251,ifn alpha,.,.
80,1,1_rep80,0,.,ifn alpha,1,100
80,1,1_rep80,24,.,ifn alpha,1,100
81,1,1_rep81,0,100.019,ifn alpha,.,.
81,1,1_rep81,24,67.0191,ifn alpha,.,.
81,1,1_rep81,0,.,ifn alpha,1,100
81,1,1_rep81,24,.,ifn alpha,1,100
82,1,1_rep82,0,99.1516,ifn alpha,.,.
82,1,1_rep82,24,72.494,ifn alpha,.,.
82,1,1_rep82,0,.,ifn alpha,1,100
82,1,1_rep82,24,.,ifn alpha,1,100
83,1,1_rep83,0,101.011,ifn alpha,.,.
83,1,1_rep83,24,73.8125,ifn alpha,.,.
83,1,1_rep83,0,.,ifn alpha,1,100
83,1,1_rep83,24,.,ifn alpha,1,100
84,1,1_rep84,0,107.669,ifn alpha,.,.
84,1,1_rep84,24,68.4437,ifn alpha,.,.
84,1,1_rep84,0,.,ifn alpha,1,100
84,1,1_rep84,24,.,ifn alpha,1,100
85,1,1_rep85,0,97.762,ifn alpha,.,.
85,1,1_rep85,24,73.9989,ifn alpha,.,.
85,1,1_rep85,0,.,ifn alpha,1,100
85,1,1_rep85,24,.,ifn alpha,1,100
86,1,1_rep86,0,97.6917,ifn alpha,.,.
86,1,1_rep86,24,72.5165,ifn alpha,.,.
86,1,1_rep86,0,.,ifn alpha,1,100
86,1,1_rep86,24,.,ifn alpha,1,100
87,1,1_rep87,0,98.768,ifn alpha,.,.
87,1,1_rep87,24,73.4082,ifn alpha,.,.
87,1,1_rep87,0,.,ifn alpha,1,100
87,1,1_rep87,24,.,ifn alpha,1,100
88,1,1_rep88,0,100.652,ifn alpha,.,.
88,1,1_rep88,24,71.4471,ifn alpha,.,.
88,1,1_rep88,0,.,ifn alpha,1,100
88,1,1_rep88,24,.,ifn alpha,1,100
89,1,1_rep89,0,103.883,ifn alpha,.,.
89,1,1_rep89,24,70.1959,ifn alpha,.,.
89,1,1_rep89,0,.,ifn alpha,1,100
89,1,1_rep89,24,.,ifn alpha,1,100
90,1,1_rep90,0,95.0897,ifn alpha,.,.
90,1,1_rep90,24,77.2733,ifn alpha,.,.
90,1,1_rep90,0,.,ifn alpha,1,100
90,1,1_rep90,24,.,ifn alpha,1,100
91,1,1_rep91,0,96.5554,ifn alpha,.,.
91,1,1_rep91,24,68.4764,ifn alpha,.,.
91,1,1_rep91,0,.,ifn alpha,1,100
91,1,1_rep91,24,.,ifn alpha,1,100
92,1,1_rep92,0,102.818,ifn alpha,.,.
92,1,1_rep92,24,72.5982,ifn alpha,.,.
92,1,1_rep92,0,.,ifn alpha,1,100
92,1,1_rep92,24,.,ifn alpha,1,100
93,1,1_rep93,0,101.375,ifn alpha,.,.
93,1,1_rep93,24,73.244,ifn alpha,.,.
93,1,1_rep93,0,.,ifn alpha,1,100
93,1,1_rep93,24,.,ifn alpha,1,100
94,1,1_rep94,0,100.01,ifn alpha,.,.
94,1,1_rep94,24,77.8975,ifn alpha,.,.
94,1,1_rep94,0,.,ifn alpha,1,100
94,1,1_rep94,24,.,ifn alpha,1,100
95,1,1_rep95,0,100.922,ifn alpha,.,.
95,1,1_rep95,24,72.9062,ifn alpha,.,.
95,1,1_rep95,0,.,ifn alpha,1,100
95,1,1_rep95,24,.,ifn alpha,1,100
96,1,1_rep96,0,103.37,ifn alpha,.,.
96,1,1_rep96,24,73.1962,ifn alpha,.,.
96,1,1_rep96,0,.,ifn alpha,1,100
96,1,1_rep96,24,.,ifn alpha,1,100
97,1,1_rep97,0,97.8209,ifn alpha,.,.
97,1,1_rep97,24,70.4138,ifn alpha,.,.
97,1,1_rep97,0,.,ifn alpha,1,100
97,1,1_rep97,24,.,ifn alpha,1,100
98,1,1_rep98,0,97.2251,ifn alpha,.,.
98,1,1_rep98,24,69.0949,ifn alpha,.,.
98,1,1_rep98,0,.,ifn alpha,1,100
98,1,1_rep98,24,.,ifn alpha,1,100
99,1,1_rep99,0,94.6719,ifn alpha,.,.
99,1,1_rep99,24,62.7387,ifn alpha,.,.
99,1,1_rep99,0,.,ifn alpha,1,100
99,1,1_rep99,24,.,ifn alpha,1,100
100,1,1_rep100,0,100.236,ifn alpha,.,.
100,1,1_rep100,24,67.4816,ifn alpha,.,.
100,1,1_rep100,0,.,ifn alpha,1,100
100,1,1_rep100,24,.,ifn alpha,1,100
101,1,1_rep101,0,99.9229,ifn alpha,.,.
101,1,1_rep101,24,70.4167,ifn alpha,.,.
101,1,1_rep101,0,.,ifn alpha,1,100
101,1,1_rep101,24,.,ifn alpha,1,100
102,1,1_rep102,0,94.8058,ifn alpha,.,.
102,1,1_rep102,24,68.0194,ifn alpha,.,.
102,1,1_rep102,0,.,ifn alpha,1,100
102,1,1_rep102,24,.,ifn alpha,1,100
103,1,1_rep103,0,100.796,ifn alpha,.,.
103,1,1_rep103,24,65.571,ifn alpha,.,.
103,1,1_rep103,0,.,ifn alpha,1,100
103,1,1_rep103,24,.,ifn alpha,1,100
104,1,1_rep104,0,103.58,ifn alpha,.,.
104,1,1_rep104,24,73.7674,ifn alpha,.,.
104,1,1_rep104,0,.,ifn alpha,1,100
104,1,1_rep104,24,.,ifn alpha,1,100
105,1,1_rep105,0,98.8497,ifn alpha,.,.
105,1,1_rep105,24,67.8864,ifn alpha,.,.
105,1,1_rep105,0,.,ifn alpha,1,100
105,1,1_rep105,24,.,ifn alpha,1,100
106,1,1_rep106,0,100.372,ifn alpha,.,.
106,1,1_rep106,24,71.152,ifn alpha,.,.
106,1,1_rep106,0,.,ifn alpha,1,100
106,1,1_rep106,24,.,ifn alpha,1,100
107,1,1_rep107,0,99.0663,ifn alpha,.,.
107,1,1_rep107,24,76.9595,ifn alpha,.,.
107,1,1_rep107,0,.,ifn alpha,1,100
107,1,1_rep107,24,.,ifn alpha,1,100
108,1,1_rep108,0,97.6786,ifn alpha,.,.
108,1,1_rep108,24,71.1832,ifn alpha,.,.
108,1,1_rep108,0,.,ifn alpha,1,100
108,1,1_rep108,24,.,ifn alpha,1,100
109,1,1_rep109,0,99.3958,ifn alpha,.,.
109,1,1_rep109,24,69.2315,ifn alpha,.,.
109,1,1_rep109,0,.,ifn alpha,1,100
109,1,1_rep109,24,.,ifn alpha,1,100
110,1,1_rep110,0,94.5877,ifn alpha,.,.
110,1,1_rep110,24,69.491,ifn alpha,.,.
110,1,1_rep110,0,.,ifn alpha,1,100
110,1,1_rep110,24,.,ifn alpha,1,100
111,1,1_rep111,0,99.7246,ifn alpha,.,.
111,1,1_rep111,24,67.5807,ifn alpha,.,.
111,1,1_rep111,0,.,ifn alpha,1,100
111,1,1_rep111,24,.,ifn alpha,1,100
112,1,1_rep112,0,104.016,ifn alpha,.,.
112,1,1_rep112,24,68.3839,ifn alpha,.,.
112,1,1_rep112,0,.,ifn alpha,1,100
112,1,1_rep112,24,.,ifn alpha,1,100
113,1,1_rep113,0,101.238,ifn alpha,.,.
113,1,1_rep113,24,67.6643,ifn alpha,.,.
113,1,1_rep113,0,.,ifn alpha,1,100
113,1,1_rep113,24,.,ifn alpha,1,100
114,1,1_rep114,0,102.512,ifn alpha,.,.
114,1,1_rep114,24,67.9374,ifn alpha,.,.
114,1,1_rep114,0,.,ifn alpha,1,100
114,1,1_rep114,24,.,ifn alpha,1,100
115,1,1_rep115,0,103.624,ifn alpha,.,.
115,1,1_rep115,24,68.7894,ifn alpha,.,.
115,1,1_rep115,0,.,ifn alpha,1,100
115,1,1_rep115,24,.,ifn alpha,1,100
116,1,1_rep116,0,99.4738,ifn alpha,.,.
116,1,1_rep116,24,71.1214,ifn alpha,.,.
116,1,1_rep116,0,.,ifn alpha,1,100
116,1,1_rep116,24,.,ifn alpha,1,100
117,1,1_rep117,0,103.54,ifn alpha,.,.
117,1,1_rep117,24,66.5722,ifn alpha,.,.
117,1,1_rep117,0,.,ifn alpha,1,100
117,1,1_rep117,24,.,ifn alpha,1,100
118,1,1_rep118,0,98.8635,ifn alpha,.,.
118,1,1_rep118,24,71.2119,ifn alpha,.,.
118,1,1_rep118,0,.,ifn alpha,1,100
118,1,1_rep118,24,.,ifn alpha,1,100
119,1,1_rep119,0,97.6873,ifn alpha,.,.
119,1,1_rep119,24,70.0011,ifn alpha,.,.
119,1,1_rep119,0,.,ifn alpha,1,100
119,1,1_rep119,24,.,ifn alpha,1,100
120,1,1_rep120,0,102.913,ifn alpha,.,.
120,1,1_rep120,24,69.1766,ifn alpha,.,.
120,1,1_rep120,0,.,ifn alpha,1,100
120,1,1_rep120,24,.,ifn alpha,1,100
121,1,1_rep121,0,100.067,ifn alpha,.,.
121,1,1_rep121,24,63.425,ifn alpha,.,.
121,1,1_rep121,0,.,ifn alpha,1,100
121,1,1_rep121,24,.,ifn alpha,1,100
122,1,1_rep122,0,98.0186,ifn alpha,.,.
122,1,1_rep122,24,66.4266,ifn alpha,.,.
122,1,1_rep122,0,.,ifn alpha,1,100
122,1,1_rep122,24,.,ifn alpha,1,100
123,1,1_rep123,0,92.5523,ifn alpha,.,.
123,1,1_rep123,24,73.4833,ifn alpha,.,.
123,1,1_rep123,0,.,ifn alpha,1,100
123,1,1_rep123,24,.,ifn alpha,1,100
124,1,1_rep124,0,101.297,ifn alpha,.,.
124,1,1_rep124,24,66.5762,ifn alpha,.,.
124,1,1_rep124,0,.,ifn alpha,1,100
124,1,1_rep124,24,.,ifn alpha,1,100
125,1,1_rep125,0,103.671,ifn alpha,.,.
125,1,1_rep125,24,71.8689,ifn alpha,.,.
125,1,1_rep125,0,.,ifn alpha,1,100
125,1,1_rep125,24,.,ifn alpha,1,100
126,1,1_rep126,0,101.07,ifn alpha,.,.
126,1,1_rep126,24,72.8545,ifn alpha,.,.
126,1,1_rep126,0,.,ifn alpha,1,100
126,1,1_rep126,24,.,ifn alpha,1,100
127,1,1_rep127,0,104.937,ifn alpha,.,.
127,1,1_rep127,24,70.9345,ifn alpha,.,.
127,1,1_rep127,0,.,ifn alpha,1,100
127,1,1_rep127,24,.,ifn alpha,1,100
128,1,1_rep128,0,97.8337,ifn alpha,.,.
128,1,1_rep128,24,73.9905,ifn alpha,.,.
128,1,1_rep128,0,.,ifn alpha,1,100
128,1,1_rep128,24,.,ifn alpha,1,100
129,1,1_rep129,0,97.9179,ifn alpha,.,.
129,1,1_rep129,24,70.2907,ifn alpha,.,.
129,1,1_rep129,0,.,ifn alpha,1,100
129,1,1_rep129,24,.,ifn alpha,1,100
130,1,1_rep130,0,96.3161,ifn alpha,.,.
130,1,1_rep130,24,72.3626,ifn alpha,.,.
130,1,1_rep130,0,.,ifn alpha,1,100
130,1,1_rep130,24,.,ifn alpha,1,100
131,1,1_rep131,0,101.227,ifn alpha,.,.
131,1,1_rep131,24,73.1108,ifn alpha,.,.
131,1,1_rep131,0,.,ifn alpha,1,100
131,1,1_rep131,24,.,ifn alpha,1,100
132,1,1_rep132,0,102.982,ifn alpha,.,.
132,1,1_rep132,24,71.0685,ifn alpha,.,.
132,1,1_rep132,0,.,ifn alpha,1,100
132,1,1_rep132,24,.,ifn alpha,1,100
133,1,1_rep133,0,101.387,ifn alpha,.,.
133,1,1_rep133,24,69.7265,ifn alpha,.,.
