Trial_ID,ARM_ID,TIME,Narm,ARMTYPE,TRT,Y,NAME,VARIANCE,DV_ID,tY,TDRUG_2,DOSE,ARM_ID_N,mean_Age,mean_Female,mean_Disdur,mean_mRSS,mean_FVC,mean_DLCO,Narm_DLCO,Narm_FVC,Narm_mRSS
SCLRD_027,SCLRD_027_2,6,4,comparator,Tofacitinib,0.520833333333333,mRSS,3.0208333333333268,1,1.041666666666666,placebo,0,0,53.1,65,2.2,23.55,87.25,87.2,0,0,4
SCLRD_027,SCLRD_027_2,24,4,comparator,Tofacitinib,-2.5,mRSS,7.4074074074074066,1,-5,placebo,0,0,53.1,65,2.2,23.55,87.25,87.2,0,4,4
SCLRD_028,SCLRD_028_1,26,33,treatment,Tofacitinib,-11.27,mRSS,3.89,1,-64.74122102648359,Tofacitinib,5,1,48.3,89.5,2.88,22.6052,82.50363636363636,70.58055555555555,0,0,33
SCLRD_028,SCLRD_028_1,52,32,treatment,Tofacitinib,-13,mRSS,3.48,1,-73.53910524340095,Tofacitinib,5,1,48.3,89.5,2.88,22.6052,82.50363636363636,70.58055555555555,0,0,32
SCLRD_028,SCLRD_028_2,26,33,comparator,Tofacitinib,-2.27,mRSS,2.3199999999999998,1,-13.040157207641325,placebo,0,0,48.3,89.5,2.88,22.6052,82.50363636363636,70.58055555555555,0,0,33
SCLRD_028,SCLRD_028_2,52,31,comparator,Tofacitinib,-2.57,mRSS,2.88,1,-14.309154412473154,placebo,0,0,48.3,89.5,2.88,22.6052,82.50363636363636,70.58055555555555,0,0,31
SCLRD_029,SCLRD_029_1,12,9,treatment,Asengeprast,-3.7,mRSS,4.3,1,-11.100000000000001,Asengeprast,200,1,50.20645161290322,73.3,3.343703703703704,22.6052,82.50363636363636,70.58055555555555,0,9,9
SCLRD_029,SCLRD_029_1,12,9,treatment,Asengeprast,-2,FVC,2.2400000000000002,2,-6,Asengeprast,200,1,50.20645161290322,73.3,3.343703703703704,22.6052,82.50363636363636,70.58055555555555,0,9,9
SCLRD_029,SCLRD_029_3,12,9,comparator,Asengeprast,-2.7,mRSS,3.53,1,-8.100000000000001,placebo,0,0,50.20645161290322,73.3,3.343703703703704,22.6052,82.50363636363636,70.58055555555555,0,9,9
SCLRD_030,SCLRD_030_1,12,3,treatment,Bortezomib,3,mRSS,2.65,1,5.196152422706632,Bortezomib,2.2490000000000001,1,55.8,58.4,3.343703703703704,22.6052,82.50363636363636,70.58055555555555,0,3,3
SCLRD_030,SCLRD_030_1,12,3,treatment,Bortezomib,0.51,FVC,0.55000000000000004,2,0.8833459118601273,Bortezomib,2.2490000000000001,1,55.8,58.4,3.343703703703704,22.6052,82.50363636363636,70.58055555555555,0,3,3
SCLRD_030,SCLRD_030_2,12,3,comparator,Bortezomib,0.33,mRSS,0.57999999999999996,1,0.5715767664977295,placebo,0,0,55.8,58.4,3.343703703703704,22.6052,82.50363636363636,70.58055555555555,0,3,3
SCLRD_030,SCLRD_030_2,12,3,comparator,Bortezomib,0.69,FVC,1.02,2,1.195115057222525,placebo,0,0,55.8,58.4,3.343703703703704,22.6052,82.50363636363636,70.58055555555555,0,3,3
SCLRD_031,SCLRD_031_1,12,13,treatment,Baricitinib,-8.9,mRSS,5.8,1,-32.089406351629506,Baricitinib,4,1,52.2,79.1,3.343703703703704,17.8,83.17,70.58055555555555,0,13,13
SCLRD_031,SCLRD_031_1,12,13,treatment,Baricitinib,-0.5,FVC,2.4,2,-1.8027756377319946,Baricitinib,4,1,52.2,79.1,3.343703703703704,17.8,83.17,70.58055555555555,0,13,13
SCLRD_031,SCLRD_031_2,12,12,treatment,Baricitinib,-0.3,FVC,6.2,2,-1.0392304845413263,Baricitinib,2,2,52.2,79.1,3.343703703703704,17.8,83.17,70.58055555555555,0,12,12
SCLRD_031,SCLRD_031_2,12,12,treatment,Baricitinib,-3.8,mRSS,5.3,1,-13.163586137523467,Baricitinib,2,2,52.2,79.1,3.343703703703704,17.8,83.17,70.58055555555555,0,12,12
SCLRD_031,SCLRD_031_3,12,16,comparator,Baricitinib,-3.6,mRSS,4.7,1,-14.4,placebo,0,0,52.2,79.1,3.343703703703704,17.8,83.17,70.58055555555555,0,16,16
SCLRD_031,SCLRD_031_3,12,16,comparator,Baricitinib,0.2,FVC,6.9,2,0.8,placebo,0,0,52.2,79.1,3.343703703703704,17.8,83.17,70.58055555555555,0,16,16
SCLRD_032,SCLRD_032_1,24,29,treatment,Guselkumab,-9.5,mRSS,3.9850219572795327,1,-51.15906566777779,Guselkumab,"400, then 200",1,51,83.8,3.343703703703704,22.6052,82.50363636363636,70.58055555555555,29,29,29
SCLRD_032,SCLRD_032_1,24,29,treatment,Guselkumab,-4.57,DLCO,7.2053505119459667,3,-24.610203168604684,Guselkumab,"400, then 200",1,51,83.8,3.343703703703704,22.6052,82.50363636363636,70.58055555555555,29,29,29
SCLRD_032,SCLRD_032_1,24,29,treatment,Guselkumab,-0.7,FVC,6.5160494166327494,2,-3.769615364994152,Guselkumab,"400, then 200",1,51,83.8,3.343703703703704,22.6052,82.50363636363636,70.58055555555555,29,29,29
SCLRD_032,SCLRD_032_2,24,27,comparator,Guselkumab,3.1,mRSS,4.0010373654841072,1,16.10807251039056,placebo,0,0,51,83.8,3.343703703703704,22.6052,82.50363636363636,70.58055555555555,27,27,27
SCLRD_032,SCLRD_032_2,24,27,comparator,Guselkumab,-2.49,DLCO,6.9992173133858335,3,-12.938419532539514,placebo,0,0,51,83.8,3.343703703703704,22.6052,82.50363636363636,70.58055555555555,27,27,27
SCLRD_032,SCLRD_032_2,24,27,comparator,Guselkumab,-0.7,FVC,6.5471520526103566,2,-3.637306695894642,placebo,0,0,51,83.8,3.343703703703704,22.6052,82.50363636363636,70.58055555555555,27,27,27
SCLRD_033,SCLRD_033_1,12,42,treatment,Riociguat,-0.49,mRSS,-,1,-3.1755629422198517,Riociguat,0.5 - 2.5 mg,1,50.7,76,0.75,16.8,92.75,76.4,0,40,42
SCLRD_033,SCLRD_033_1,52,42,treatment,Riociguat,-0.71,mRSS,-,1,-4.60132589586958,Riociguat,0.5 - 2.5 mg,1,50.7,76,0.75,16.8,92.75,76.4,0,42,42
SCLRD_033,SCLRD_033_1,12,40,treatment,Riociguat,-1.84,FVC,NA,2,-11.637181789419637,Riociguat,0.5 - 2.5 mg,1,50.7,76,0.75,16.8,92.75,76.4,0,40,42
SCLRD_033,SCLRD_033_1,26,42,treatment,Riociguat,-0.33,mRSS,-,1,-2.138644430474594,Riociguat,0.5 - 2.5 mg,1,50.7,76,0.75,16.8,92.75,76.4,0,41,42
SCLRD_033,SCLRD_033_1,26,41,treatment,Riociguat,-2.29,FVC,NA,2,-14.663154503721223,Riociguat,0.5 - 2.5 mg,1,50.7,76,0.75,16.8,92.75,76.4,0,41,42
SCLRD_033,SCLRD_033_1,39,42,treatment,Riociguat,-0.69,mRSS,-,1,-4.471711081901423,Riociguat,0.5 - 2.5 mg,1,50.7,76,0.75,16.8,92.75,76.4,0,42,42
SCLRD_033,SCLRD_033_1,39,42,treatment,Riociguat,-2.06,FVC,NA,2,-13.350325838720194,Riociguat,0.5 - 2.5 mg,1,50.7,76,0.75,16.8,92.75,76.4,0,42,42
SCLRD_033,SCLRD_033_1,52,42,treatment,Riociguat,-2.38,FVC,7.52,2,-15.424162862210707,Riociguat,0.5 - 2.5 mg,1,50.7,76,0.75,16.8,92.75,76.4,0,42,42
SCLRD_033,SCLRD_033_2,12,45,comparator,Riociguat,-1.46,FVC,NA,2,-9.79397774144908,placebo,0,0,50.7,76,0.75,16.8,92.75,76.4,0,45,45
SCLRD_033,SCLRD_033_2,26,45,comparator,Riociguat,-1.41,mRSS,-,1,-9.45856754482411,placebo,0,0,50.7,76,0.75,16.8,92.75,76.4,0,45,45
SCLRD_033,SCLRD_033_2,26,45,comparator,Riociguat,-0.66,FVC,NA,2,-4.427414595449584,placebo,0,0,50.7,76,0.75,16.8,92.75,76.4,0,45,45
SCLRD_033,SCLRD_033_2,39,45,comparator,Riociguat,-2.71,mRSS,-,1,-18.179232657073293,placebo,0,0,50.7,76,0.75,16.8,92.75,76.4,0,45,45
SCLRD_033,SCLRD_033_2,39,45,comparator,Riociguat,-3.03,FVC,NA,2,-20.325857915473087,placebo,0,0,50.7,76,0.75,16.8,92.75,76.4,0,45,45
SCLRD_033,SCLRD_033_2,52,44,comparator,Riociguat,-2.95,FVC,9.73,2,-19.56808626309686,placebo,0,0,50.7,76,0.75,16.8,92.75,76.4,0,44,45
SCLRD_033,SCLRD_033_2,12,45,comparator,Riociguat,-1.1,mRSS,-,1,-7.379024325749307,placebo,0,0,50.7,76,0.75,16.8,92.75,76.4,0,45,45
SCLRD_033,SCLRD_033_2,52,45,comparator,Riociguat,-2.33,mRSS,-,1,-15.63011516272353,placebo,0,0,50.7,76,0.75,16.8,92.75,76.4,0,44,45
SCLRD_034,SCLRD_034_1,4,21,treatment,Ziritaxestat,-1.6,mRSS,0.4,1,-7.332121111929344,Ziritaxestat,600 mg,1,48.8,69.1,2.05,24.75,90.8,70.58055555555555,0,0,21
SCLRD_034,SCLRD_034_1,8,21,treatment,Ziritaxestat,-2.6,mRSS,0.8,1,-11.914696806885184,Ziritaxestat,600 mg,1,48.8,69.1,2.05,24.75,90.8,70.58055555555555,0,0,21
SCLRD_034,SCLRD_034_1,16,21,treatment,Ziritaxestat,-6.3,mRSS,0.8,1,-28.87022687822179,Ziritaxestat,600 mg,1,48.8,69.1,2.05,24.75,90.8,70.58055555555555,0,0,21
SCLRD_034,SCLRD_034_1,24,19,treatment,Ziritaxestat,-8.3,mRSS,1.2,1,-36.1788612313876,Ziritaxestat,600 mg,1,48.8,69.1,2.05,24.75,90.8,70.58055555555555,0,0,19
SCLRD_034,SCLRD_034_2,4,12,comparator,Ziritaxestat,-1.3,mRSS,0.7,1,-4.50333209967908,placebo,0,0,48.8,69.1,2.05,24.75,90.8,70.58055555555555,0,0,12
SCLRD_034,SCLRD_034_2,8,11,comparator,Ziritaxestat,-2.2,mRSS,1.4,1,-7.29657453878188,placebo,0,0,48.8,69.1,2.05,24.75,90.8,70.58055555555555,0,0,11
SCLRD_034,SCLRD_034_2,16,10,comparator,Ziritaxestat,-4.5,mRSS,0.9,1,-14.230249470757707,placebo,0,0,48.8,69.1,2.05,24.75,90.8,70.58055555555555,0,0,10
SCLRD_034,SCLRD_034_2,24,10,comparator,Ziritaxestat,-5.7,mRSS,1.1000000000000001,1,-18.024982662959765,placebo,0,0,48.8,69.1,2.05,24.75,90.8,70.58055555555555,0,0,10
SCLRD_035,SCLRD_035_1,8,17,comparator,Fipaxalparant,-3.57,mRSS,4.18,1,-14.719487083455048,placebo,0,0,49.7,10.5,1.67,23.75,82.50363636363636,70.58055555555555,0,0,17
SCLRD_035,SCLRD_035_2,8,15,treatment,Fipaxalparant,-2.76,mRSS,4.8499999999999996,1,-10.68943403553247,Fipaxalparant,300 mg,1,49.7,10.5,1.67,23.75,82.50363636363636,70.58055555555555,0,0,15
